"","chimp","DOB","Sex","X","X.1","Rater","Numraters","Date","X.2","X.3","X.4","fear","dom","pers","caut","stbl","aut","stngy","jeals","reckl","soc","tim","symp","play","sol","actv","help","buly","aggr","manp","gntl","affc","exct","impl","inqs","subm","depd","irri","pred","decs","depr","sens","defn","intll","prot","invt","clmy","errc","frdy","lazy","dsor","unem","imit","indp"
"164","97ff124b82efcb29d7be8066c3937d9a","12/20/1976",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/7/1997",NA,NA,NA,1,6,6,1,2,6,6,6,6,4,4,4,4,4,4,1,7,7,4,1,2,7,7,4,2,2,7,5,6,4,4,6,4,2,4,2,6,2,4,5,1,4,6
"165","97ff124b82efcb29d7be8066c3937d9a","12/20/1976",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,1,7,7,1,1,7,7,6,2,1,2,1,2,2,6,2,7,7,6,1,1,7,6,2,1,1,7,2,6,2,4,6,3,1,2,1,3,2,1,4,2,2,7
"166","aad4ca617291d1ca943d6503f4a49f8a","12/19/1987",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/16/1999",NA,NA,NA,5,3,2,3,4,1,4,6,3,4,2,2,3,2,2,5,6,2,4,6,4,3,1,3,5,4,2,7,2,1,5,1,5,2,1,2,1,6,7,1,2,3,5
"167","2a8813ca0189e7321557fcb32b2585d2","7/14/1993",1,NA,NA,"33977d85afa8a72a1b3a2abbca5da808",1,"2/18/1998",NA,NA,NA,6,1,2,5,2,7,6,6,4,3,7,4,5,4,4,4,2,4,3,6,6,6,6,4,6,5,6,3,4,5,5,5,3,3,3,5,5,4,5,4,2,4,3
"168","01a232e390a7d21559fbda059eb60fa5","1/1/1968",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/19/1999",NA,NA,NA,1,7,5,1,6,1,6,3,2,5,1,4,2,5,1,4,3,1,2,6,5,1,1,2,1,2,1,6,6,1,4,5,4,4,2,1,1,6,4,1,4,1,6
"169","f019b0999d406a6163a192279039674a","4/30/1977",1,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/26/2001",NA,NA,NA,3,4,4,3,2,5,5,6,6,3,3,2,1,6,2,2,3,3,5,1,2,5,6,3,2,3,6,4,5,4,2,4,3,3,2,3,5,2,5,4,5,3,6
"170","f019b0999d406a6163a192279039674a","4/30/1977",NA,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/19/1999",NA,NA,NA,2,7,5,1,5,2,6,5,5,1,1,1,4,6,4,1,6,6,4,2,1,3,6,3,1,1,4,3,6,2,2,6,3,1,1,1,2,1,2,2,1,1,6
"171","b5c9985e4aebf68ce5037440a3efaa7a","1/1/1966",1,NA,NA,"2bdac43399e5231278527eaa929991f4",1,"1/12/1999",NA,NA,NA,5,6,4,4,3,2,7,7,2,6,2,4,6,2,5,2,6,5,6,3,5,5,2,5,2,2,2,6,6,1,4,1,6,5,4,1,2,4,1,1,2,1,6
"172","06d093390ae34c1b3d7d63be89af7d95","2/17/1989",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"7/30/1997",NA,NA,NA,5,4,4,5,4,1,4,3,2,5,5,4,4,4,4,4,4,3,5,4,4,4,2,3,5,4,4,5,4,3,4,4,5,4,4,4,2,2,4,4,5,4,4
"173","a9c244e4a711e4d5b63384b5fd55bc8f","12/23/1978",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"8/5/1997",NA,NA,NA,2,5,5,1,3,6,5,4,6,2,2,2,3,6,4,4,6,7,5,3,2,6,5,3,1,2,5,4,4,4,3,6,4,5,5,3,2,2,4,4,5,4,4
"174","a9c244e4a711e4d5b63384b5fd55bc8f","12/23/1978",NA,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,1,6,5,1,3,5,4,5,6,1,1,2,2,5,4,3,5,4,4,2,2,4,5,4,1,2,6,3,5,4,3,5,4,2,4,3,5,1,5,5,3,4,6
"175","98151c4393ef2e149e9ee6b900b4135e","12/17/1987",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/13/1999",NA,NA,NA,2,5,4,4,5,1,4,5,4,5,2,4,4,2,4,4,5,5,4,4,3,3,2,2,3,3,5,6,5,2,4,4,5,3,3,1,2,3,5,3,3,4,3
"176","637220d6e8186dc2cd8ce37319abbd62","11/3/1958",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/30/1997",NA,NA,NA,6,3,4,4,2,6,3,3,2,4,5,3,2,2,4,4,3,2,2,3,3,5,5,2,5,5,5,5,4,2,3,3,3,3,2,5,6,4,4,6,2,4,4
"177","637220d6e8186dc2cd8ce37319abbd62","11/3/1958",NA,NA,NA,"4fdbfa0a004b35f397ec4cbd1ba9c916",2,"10/4/1997",NA,NA,NA,6,3,2,6,2,7,4,2,4,1,6,5,2,6,4,3,5,3,1,6,4,6,6,2,6,6,3,2,4,7,1,3,1,4,1,7,6,4,5,6,1,4,5
"178","bce14ec5dd844f977e6c358a7afa75ee","5/20/1991",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,4,1,5,6,4,1,2,3,1,6,5,5,4,3,5,5,1,1,5,4,5,4,3,4,6,6,2,4,3,2,5,3,4,5,4,4,3,5,2,3,3,5,3
"179","bce14ec5dd844f977e6c358a7afa75ee","5/20/1991",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/29/2001",NA,NA,NA,4,4,3,5,3,2,3,4,2,3,5,3,1,6,1,3,2,2,3,4,3,4,2,2,6,3,3,5,5,6,5,2,2,3,3,5,3,3,6,5,3,2,5
"180","9981fff6adfd37fff573d4a6dc0307b5","4/20/1989",1,NA,NA,"0d1cd57e9fd861f93a8ec8e7aa0bbaab",1,"1/11/1999",NA,NA,NA,1,4,5,2,3,1,2,4,5,5,1,3,4,1,4,3,5,5,2,3,5,3,1,5,2,2,1,4,5,1,3,5,5,2,3,1,1,3,1,1,2,2,5
"181","25224378df772a7358ddb5b656024ff4","1/1/1969",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"11/3/1997",NA,NA,NA,1,7,7,1,3,4,7,7,6,3,3,2,2,3,5,3,7,6,5,3,3,5,3,2,1,2,4,5,5,2,4,6,1,5,1,5,2,3,4,5,2,1,6
"182","25224378df772a7358ddb5b656024ff4","1/1/1969",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/25/2001",NA,NA,NA,5,3,5,5,5,2,5,4,2,3,2,5,2,6,2,5,5,2,2,5,3,2,3,3,6,2,4,5,5,7,4,3,4,3,3,4,3,4,6,5,3,2,6
"183","9b206d6a4595cb0eee6c122faa7fd10c","5/4/1988",1,NA,NA,"8bc31029242e023a9ff931f728b04a5c",1,"7/24/1997",NA,NA,NA,4,1,1,5,4,1,1,1,1,4,4,4,4,4,3,3,1,1,1,4,4,3,4,3,7,6,2,4,3,4,4,2,3,2,3,5,3,4,4,4,4,3,3
"184","b12f6876bf497db7dd28eb49230fb2fa","2/11/1994",0,NA,NA,"bb57b6b64856fa4c3ebb2b20efa41b08",1,"6/11/2000",NA,NA,NA,5,2,2,5,4,6,3,2,2,7,3,6,4,3,3,5,2,2,4,6,7,4,2,5,4,6,2,5,5,4,6,3,5,6,5,1,2,6,3,1,3,4,4
"185","41c026db775247fd7a0b387a86e83496","8/13/1988",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",1,"7/26/2001",NA,NA,NA,3,2,6,4,5,2,4,3,6,3,3,2,4,4,4,3,2,2,3,3,2,3,5,4,2,3,5,3,5,4,4,4,4,2,3,4,5,3,5,4,3,4,5
"186","868deb2ea1b6995f9c771f6543aaaf49","10/16/1978",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/14/1999",NA,NA,NA,4,4,4,3,3,5,3,3,5,3,3,3,2,5,5,3,5,5,4,3,3,5,5,4,4,4,5,4,4,5,4,5,5,3,4,2,5,3,3,2,4,3,5
"187","868deb2ea1b6995f9c771f6543aaaf49","10/16/1978",NA,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,5,2,2,5,3,2,2,1,1,3,7,3,2,5,3,3,2,2,2,5,2,4,2,2,6,5,3,5,3,5,4,2,4,2,4,5,3,3,6,3,4,3,4
"188","fa99f0d37c9f275b0c46c076885a0eb4","5/19/1982",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"9/12/1997",NA,NA,NA,2,5,5,6,5,1,2,6,3,5,5,5,4,2,5,4,5,5,6,4,4,3,2,1,3,5,3,5,3,2,4,3,2,5,2,4,5,5,2,3,5,2,2
"189","27e078ba35b0de7135f63954da8d3dd1","6/23/1987",1,NA,NA,"8bc31029242e023a9ff931f728b04a5c",2,"7/18/1997",NA,NA,NA,2,5,5,2,4,1,1,5,2,4,1,5,5,1,4,5,4,4,4,3,4,3,5,5,1,2,4,3,4,1,4,4,5,4,6,1,4,4,2,1,3,2,5
"190","27e078ba35b0de7135f63954da8d3dd1","6/23/1987",NA,NA,NA,"bb57b6b64856fa4c3ebb2b20efa41b08",2,"7/16/1997",NA,NA,NA,1,6,2,4,7,1,1,5,2,6,1,5,6,1,6,6,1,2,7,6,7,2,1,7,1,3,1,6,6,1,5,6,7,5,7,4,1,7,1,1,1,1,7
"191","87db621af806c374aaa65f2c0aefec06","3/16/1992",1,NA,NA,"0d1cd57e9fd861f93a8ec8e7aa0bbaab",1,"1/11/1999",NA,NA,NA,5,3,4,4,3,1,5,5,3,5,2,2,6,2,5,3,5,5,4,3,4,2,2,5,3,4,2,3,4,1,4,4,3,3,3,3,3,4,1,3,2,4,3
"192","4087fa7f66f6a28fd8a376bd1c218b8d","12/18/1983",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"11/14/1997",NA,NA,NA,1,4,5,3,5,1,5,5,5,5,2,2,6,3,4,3,5,3,5,3,4,3,3,5,2,2,2,6,7,3,4,6,5,5,5,3,2,4,4,2,4,2,6
"193","4087fa7f66f6a28fd8a376bd1c218b8d","12/18/1983",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/29/2001",NA,NA,NA,3,4,5,3,5,3,5,4,4,5,3,5,4,3,4,5,3,4,3,4,4,5,3,4,3,3,4,5,5,3,4,3,5,5,3,3,3,5,4,3,3,2,3
"194","81b5518035f7594858d1fb6cca7b8764","1/20/1989",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"",NA,NA,NA,2,6,5,1,4,2,6,6,6,5,3,4,5,2,5,3,6,5,5,3,4,5,5,6,2,2,3,5,5,2,4,5,5,5,5,4,4,3,3,3,3,4,5
"195","5b83fa9faa0092df11b694a036828e72","3/19/1972",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/13/1999",NA,NA,NA,3,6,5,3,3,1,5,5,5,4,1,3,4,5,5,3,5,5,4,4,2,6,1,4,1,1,3,6,6,4,5,3,6,4,4,1,1,2,3,1,2,4,6
"196","7a6ee6372ea78a32654e2606ae03e106","1/11/1985",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/10/1997",NA,NA,NA,4,5,6,5,4,7,6,2,2,4,4,4,5,3,4,4,5,5,5,4,4,6,2,4,4,5,5,6,6,5,4,5,5,5,4,2,4,4,3,4,2,4,5
"197","7a6ee6372ea78a32654e2606ae03e106","1/11/1985",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/15/2001",NA,NA,NA,2,5,6,2,2,2,7,7,5,3,2,2,1,3,6,1,6,7,7,1,1,7,6,4,1,2,7,1,2,4,6,6,5,6,1,3,3,1,4,4,1,2,6
"198","3f23d4d33220b0f0ba976a30c4124196","1/23/1987",1,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/10/1999",NA,NA,NA,1,7,7,1,5,1,3,1,6,6,1,5,5,2,5,4,6,6,7,6,6,4,6,6,1,1,3,5,7,2,6,7,7,4,7,1,2,4,1,1,1,1,7
"199","6291571c86e6cdb03c4a16389ca2fc1d","11/1/1959",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/3/1999",NA,NA,NA,4,4,2,4,6,1,1,1,1,6,2,6,1,4,1,6,1,1,1,7,7,2,1,4,4,2,1,7,6,5,5,1,5,6,2,4,1,7,6,1,4,3,4
"200","6291571c86e6cdb03c4a16389ca2fc1d","11/1/1959",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/29/2001",NA,NA,NA,1,6,5,6,7,1,7,2,1,7,2,5,5,2,1,4,6,2,4,6,6,2,1,7,2,2,1,6,6,1,5,4,6,6,4,2,1,7,5,1,6,2,5
"201","a2753ee37dbedeb7ff4c97cc390867be","",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"",NA,NA,NA,1,4,6,5,6,2,2,1,2,5,4,5,6,2,2,4,2,1,5,6,6,3,2,5,3,4,2,6,4,2,5,2,4,5,4,1,1,6,4,2,2,5,6
"202","3d965f5732eb922ebf818fc2b6c4b699","2/17/1985",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"11/15/1997",NA,NA,NA,4,2,4,5,5,1,5,5,2,6,5,5,6,2,6,4,3,2,5,5,5,3,3,5,6,5,2,4,4,2,5,3,5,3,3,3,2,5,2,3,4,4,3
"203","3d965f5732eb922ebf818fc2b6c4b699","2/17/1985",NA,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/25/2001",NA,NA,NA,5,2,3,5,5,2,3,4,2,3,5,4,2,5,2,5,1,2,3,5,4,3,2,3,6,5,4,5,3,5,5,2,4,3,3,4,3,5,5,4,3,3,5
"204","b3430ebd0abb79123e9b0039750896c3","2/25/1976",0,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,4,4,5,5,3,2,4,5,6,3,2,2,5,4,7,4,4,4,5,3,3,7,7,5,2,2,5,2,5,2,2,5,4,3,4,3,5,2,1,6,2,4,6
"205","b3430ebd0abb79123e9b0039750896c3","2/25/1976",NA,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/14/1999",NA,NA,NA,3,5,5,3,2,3,5,5,6,2,3,2,3,3,5,4,5,4,4,2,3,5,5,4,2,3,5,4,5,3,3,4,5,2,4,1,5,3,3,2,2,3,5
"206","600926a9dff06d214cbf5b88ee9cb26b","7/19/1993",0,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/24/2001",NA,NA,NA,5,3,4,5,4,1,3,2,1,5,3,4,5,2,5,4,2,1,4,4,5,5,5,5,2,4,1,4,4,1,6,6,4,2,5,3,2,6,2,3,3,5,3
"207","600926a9dff06d214cbf5b88ee9cb26b","7/19/1993",NA,NA,NA,"0a8bb5f5aa4e47f0506c75cccba38051",2,"7/27/2001",NA,NA,NA,6,5,6,2,3,1,6,6,5,3,2,3,7,4,7,4,5,5,4,5,2,7,7,6,6,2,2,4,6,4,4,6,6,5,6,1,5,3,1,4,2,4,7
"208","8b87c6dc043576279511468ffeff4096","1/1/1967",0,NA,NA,"0d1cd57e9fd861f93a8ec8e7aa0bbaab",1,"1/11/1999",NA,NA,NA,3,2,3,3,4,1,4,2,1,3,3,3,2,5,3,4,2,2,2,5,4,5,3,4,3,4,2,6,2,2,5,2,5,3,4,2,1,3,5,3,3,1,4
"209","c921497fe1a7c1c711cb5b98e6fd65a9","2/18/1986",1,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"8/15/1997",NA,NA,NA,2,5,6,2,2,4,3,5,6,4,2,2,5,4,5,4,6,6,6,2,3,5,5,4,3,4,5,5,5,4,3,6,5,4,4,5,5,3,2,4,3,4,5
"210","cacddddc745c724592e7635b138f19b3","9/5/1995",0,NA,NA,"2bdac43399e5231278527eaa929991f4",1,"1/12/1999",NA,NA,NA,3,2,4,4,6,1,4,2,1,6,1,5,6,1,6,4,1,2,2,6,7,2,2,7,5,3,1,4,6,1,4,1,4,4,4,2,1,6,1,1,4,4,5
"211","e16bbe8ec763aa37a5f7fa211bb87824","8/2/1989",1,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",1,"1/13/1999",NA,NA,NA,4,5,5,2,2,1,5,5,6,4,1,1,4,1,5,2,6,4,5,1,3,2,2,4,2,2,3,5,6,1,3,1,3,2,3,1,2,3,4,2,2,4,5
"212","95e469f3fba6d13160861dfc81fa6544","7/27/1974",0,NA,NA,"57fb5d0ae4d5344f7c5304d54546929a",2,"1/10/1999",NA,NA,NA,4,1,2,7,4,2,2,2,2,1,4,2,1,7,2,2,2,1,1,4,2,2,2,6,7,4,4,6,4,6,4,1,4,1,2,1,1,2,6,2,6,2,5
"213","95e469f3fba6d13160861dfc81fa6544","7/27/1974",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"8/22/1997",NA,NA,NA,4,2,5,4,3,5,5,5,5,4,5,3,3,5,3,3,5,4,4,3,3,5,4,3,6,4,5,4,5,5,3,5,5,5,3,4,4,3,5,5,2,3,4
"214","fbb70f942338b30905e4e90dde767e36","3/19/1982",0,NA,NA,"0d1cd57e9fd861f93a8ec8e7aa0bbaab",1,"1/11/1999",NA,NA,NA,2,2,2,5,3,1,3,2,2,3,5,3,3,3,3,3,3,2,2,3,3,3,2,4,5,3,1,5,3,5,4,2,3,2,3,4,3,3,5,4,5,2,4
"215","ab25a1597a264882b298c7d07935c16f","5/21/1954",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",1,"8/11/1997",NA,NA,NA,5,2,2,5,2,6,1,2,2,3,5,4,2,6,2,2,1,1,4,4,3,5,5,4,6,6,4,5,4,6,3,4,3,4,3,5,5,4,4,6,3,4,5
"216","c7036bc77859392fc6f4e26197a75e63","10/27/1988",0,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"7/23/1997",NA,NA,NA,2,5,5,5,6,1,3,5,2,6,2,3,5,2,5,4,5,2,5,5,5,3,2,4,4,3,1,7,5,1,5,3,5,5,4,4,4,4,4,5,5,4,6
"217","c7036bc77859392fc6f4e26197a75e63","10/27/1988",NA,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/26/2001",NA,NA,NA,2,4,3,4,4,1,4,3,3,4,3,3,3,4,4,4,1,1,5,5,4,3,3,2,4,3,3,6,5,4,4,4,4,4,4,4,3,4,4,3,6,4,5
"218","2c6b9181578be453832ff8991f03be43","3/9/1994",1,NA,NA,"33977d85afa8a72a1b3a2abbca5da808",2,"2/18/1998",NA,NA,NA,5,5,5,5,3,2,5,5,6,6,4,4,6,3,6,5,4,3,3,5,6,4,4,3,4,5,4,5,3,2,6,4,2,6,5,6,4,6,4,5,3,5,3
"219","2c6b9181578be453832ff8991f03be43","3/9/1994",NA,NA,NA,"bb57b6b64856fa4c3ebb2b20efa41b08",2,"6/11/2000",NA,NA,NA,5,3,4,5,3,6,4,5,5,6,5,5,6,2,6,5,4,4,5,4,6,6,4,6,4,5,2,4,3,2,5,3,3,5,3,2,3,6,2,1,2,5,3
"220","91733c0c901978e117d0aabf9fc1154b","1/12/1987",1,NA,NA,"8bc31029242e023a9ff931f728b04a5c",2,"12/8/1997",NA,NA,NA,2,5,5,3,4,2,3,3,3,4,2,3,4,4,4,4,4,5,4,3,3,5,5,4,2,2,4,3,4,3,4,4,5,4,4,3,5,4,3,3,3,3,4
"221","91733c0c901978e117d0aabf9fc1154b","1/12/1987",NA,NA,NA,"b9a3c74cd48a8f5347281975470e8793",2,"7/15/2001",NA,NA,NA,2,5,6,2,2,2,2,6,6,3,1,2,3,4,5,4,5,5,4,2,3,6,5,5,1,2,6,5,6,3,3,5,4,2,4,3,4,3,3,4,2,4,5
"222","d11cf93ea2e5c3dbad1ad72c394ae94d","7/22/1975",1,NA,NA,"dd448847d5ea21df46d77af16f9b54e8",2,"7/16/2001",NA,NA,NA,3,2,6,5,6,2,4,4,2,5,2,5,3,2,3,5,1,1,2,6,5,3,3,6,6,2,2,6,6,3,5,2,5,4,5,3,2,6,6,2,3,4,6
"223","d11cf93ea2e5c3dbad1ad72c394ae94d","7/22/1975",NA,NA,NA,"c04f2152dd477342ab465e0f4dffb710",2,"9/15/1997",NA,NA,NA,4,2,5,5,4,3,3,3,2,3,6,4,2,5,1,3,1,2,2,4,2,2,3,2,6,5,2,4,2,5,2,2,1,3,2,5,3,3,6,6,5,2,4
