X1..I.like.to.have.the.final.s,X2..I.spend.a.lot.of.time.visi,X3..I.often.want.to.impress.ot,X4..It.is.not.important.to.me.,X5..I.try.to.be.in.the.company,X6..I.feel.sad.if.nobody.recog,X7..Encounters.with.other.peop,X8..I.like.buying.things.which,X9..I.would.like.to.be.an.exec,X10..I.have.little.interest.in,X11..I.would.be.very.worried.i,X12..I.want.to.be.able.to.shar,X13..Getting.close.to.someone.,X14..I.feel.confident.when.dir,X15..Often.I.would.rather.be.a,X16..The.idea.of.not.having.an,X17..I.start.worrying.instantl,X18..I.try.to.control.others.r,X19..I.am.happy.to.do.people.f,X20..I.like.to.fully.immerse.m,X21..I.am.willing.to.use.aggre,X22..I.am.more.likely.to.help.,X23..Others.know.it.is.better.,X24..I.do.not.enjoy.having.aut,X25..Iƒ..m.very.keen.on.an.und,X26..It.is.important.to.me.to.,X27..I.go.out.of.my.way.to.mee,X28..I.enjoy.having.control.ov,X29..I.often.try.to.get.my.own,X30..I.do.not.have.a.forceful.,X31..It.is.better.to.do.good.t,X32..I.like.it.when.others.loo,X33..I.become.scared.when.I.lo,X34..The.opportunity.to.exerci,X35..Continuously.improve.myse,X36..To.be.in.a.leadership.pos,X37..Continuously.engage.in.ne,X38..Give.sympathy.and.love.to,X39..Opportunities.to.influenc,X40..Projects.that.challenge.m,X41..Personally.producing.work,X42..Be.respected.and.admired.,X43..Opportunities.to.take.on.,X44..High.social.status.,X45..Have.a.close..intimate.re,X46..Be.able.to.exert.influenc,X47..Engage.in.a.lot.of.activi,X48..To.be.well.known.to.a.lot,X49..A.position.with.prestige.,X50..Maintaining.high.standard,X51..Be.held.in.high.esteem.by,X52..Not.being.separated.from.,Age.in.years.,subject,gender
4,1,1,5,2,2,4,1,1,1,4,3,1,1,3,4,2,3,4,2,3,2,2,5,2,2,5,2,2,2,5,5,4,2,5,2,5,5,2,2,2,2,2,2,4,2,2,2,2,2,2,4,46,248,male
4,2,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,4,6,6,4,1,1,1,1,1,1,1,4,6,5,1,3,1,6,1,6,1,1,6,4,1,3,1,3,1,1,1,1,3,2,3,33,249,male
5,2,6,5,4,6,4,3,3,3,4,4,3,4,2,4,4,6,4,4,5,4,5,4,4,4,3,4,4,5,4,5,6,4,6,4,4,2,4,5,5,5,5,4,5,3,3,4,4,5,5,4,32,250,male
1,5,1,6,5,1,5,1,1,1,5,5,5,1,6,6,1,1,5,5,1,1,1,1,6,1,1,1,1,1,6,1,6,1,6,1,1,6,1,1,1,1,1,1,6,1,6,1,1,1,4,6,24,251,NA
5,3,4,4,5,5,4,2,5,5,2,3,5,4,5,3,2,4,5,6,2,1,1,5,3,2,2,4,2,4,5,4,2,4,5,4,4,5,5,6,6,5,5,4,6,5,5,5,6,6,6,6,19,252,male
4,4,4,4,3,4,5,5,4,2,5,4,4,3,4,5,4,4,4,4,5,5,4,4,5,5,4,4,4,2,5,4,5,3,4,4,4,3,5,4,4,5,4,2,5,4,3,5,5,4,4,5,22,253,male
6,4,4,2,3,5,5,5,5,4,5,5,6,5,2,5,5,5,5,5,4,5,5,4,4,5,5,5,5,3,5,5,3,5,5,5,5,4,4,5,5,5,5,2,5,5,5,5,5,5,5,4,35,254,male
4,6,2,2,5,2,5,1,4,5,2,3,2,5,4,4,1,1,6,5,1,1,1,4,4,4,4,2,1,3,6,4,3,4,6,5,5,6,6,5,6,6,5,2,4,6,5,3,3,6,5,6,27,255,male
4,2,3,3,5,2,3,1,2,3,3,4,1,4,2,4,2,4,5,1,2,2,2,3,3,3,1,3,4,2,6,4,3,2,4,1,4,4,2,3,5,2,3,2,4,3,2,1,2,5,2,6,34,256,male
4,2,2,4,3,5,4,2,3,2,4,5,2,3,2,5,4,2,5,5,3,2,3,2,4,5,3,2,2,2,6,4,3,3,6,3,6,3,3,6,6,4,6,2,2,2,2,4,4,5,4,6,28,257,female
5,3,3,4,2,5,4,4,5,5,6,5,2,5,1,2,5,2,6,3,5,2,2,5,5,5,4,5,4,4,5,5,2,4,5,5,4,3,4,4,4,5,4,5,3,4,2,3,5,5,5,3,27,258,male
5,3,4,5,3,4,4,4,3,4,5,4,3,3,2,5,4,4,5,4,2,2,2,3,5,5,3,3,3,1,5,5,5,3,4,3,3,5,4,4,5,5,3,2,5,2,3,3,2,5,4,4,27,259,female
5,2,3,3,4,3,4,2,2,2,5,4,2,2,2,4,2,2,5,2,2,2,4,2,5,2,2,2,3,2,5,2,4,1,5,1,4,4,2,2,5,3,3,2,4,1,3,2,3,5,3,5,38,260,female
4,4,2,5,4,4,4,1,5,6,3,5,2,5,3,2,2,5,2,6,1,1,2,6,2,5,5,5,5,1,6,4,2,4,5,4,5,6,5,5,5,4,6,1,5,4,4,1,1,4,4,5,54,261,male
5,2,4,4,2,5,5,1,5,6,6,6,6,6,4,4,3,3,4,5,2,2,1,4,5,5,4,4,2,3,6,5,2,5,6,4,6,5,6,6,6,5,6,3,6,2,4,4,4,6,5,5,37,262,male
4,3,3,4,2,4,4,2,3,4,4,2,1,4,2,2,2,3,5,3,3,4,3,3,3,5,2,3,2,2,6,5,2,1,5,2,6,3,2,5,5,3,5,3,4,2,3,1,2,4,5,3,23,263,male
5,3,5,4,3,4,4,4,2,2,4,6,3,1,3,3,3,2,5,6,1,2,2,3,3,3,1,2,1,1,6,5,4,2,4,1,4,6,2,4,5,4,3,1,6,1,3,2,1,5,4,4,29,264,female
5,2,5,5,2,5,5,2,1,5,5,5,3,5,4,6,5,5,3,6,3,2,3,5,5,5,3,4,3,1,6,6,6,5,6,6,6,6,6,4,6,6,5,4,6,4,4,6,5,6,6,6,26,265,female
5,1,1,2,1,1,2,1,3,3,1,2,1,5,1,2,1,5,5,5,2,1,4,3,1,5,1,3,2,2,6,2,1,1,6,1,6,4,1,5,6,1,5,1,3,1,1,1,1,6,1,2,24,266,male
2,2,2,2,2,2,3,2,2,3,3,4,2,3,3,4,2,2,5,2,2,5,2,2,5,2,3,2,2,2,6,3,3,1,6,1,6,3,1,6,6,2,6,2,4,2,3,1,1,6,1,4,NA,267,NA
4,2,3,3,1,4,4,4,2,1,5,5,2,1,1,5,5,2,5,3,1,5,1,2,5,4,1,1,1,1,6,3,5,2,6,1,5,5,3,4,4,3,4,2,4,1,3,2,3,5,3,4,24,268,female
6,4,5,6,4,2,6,5,4,4,6,6,5,5,4,4,2,4,6,6,3,2,2,3,6,6,3,2,2,1,6,6,4,4,6,4,6,6,4,6,6,6,6,5,6,4,5,5,5,6,6,6,48,269,male
5,2,4,2,5,3,3,1,5,6,4,5,1,5,4,4,3,6,5,5,1,3,5,5,5,6,5,5,1,2,6,4,5,4,6,4,1,6,4,2,6,3,2,3,6,3,1,2,4,6,5,6,24,270,male
4,3,4,2,4,2,4,3,2,2,4,4,6,3,3,3,2,2,4,4,3,3,3,2,4,4,2,2,3,3,6,4,2,1,5,1,5,3,2,4,5,3,3,1,5,1,2,2,2,5,3,6,42,272,male
4,2,4,5,2,3,5,3,2,5,6,6,5,3,3,4,2,1,6,6,1,1,1,2,6,2,2,2,1,1,6,5,2,1,5,1,4,6,4,4,6,6,4,1,6,2,4,1,1,6,6,6,54,273,male
5,4,4,4,3,4,4,3,4,4,4,3,3,5,2,3,3,3,5,4,4,3,4,4,4,4,3,3,3,5,4,4,3,3,6,3,5,6,4,5,5,4,5,2,3,5,3,2,3,6,5,5,39,274,female
4,2,3,5,5,5,2,3,2,2,5,4,3,2,3,5,2,2,5,3,2,5,4,3,5,2,2,5,3,2,5,4,5,2,3,5,3,4,4,4,5,4,2,2,3,3,2,2,2,4,4,4,46,275,male
4,2,4,3,2,3,2,3,2,3,5,4,3,3,3,5,3,3,5,4,2,2,3,3,4,4,2,2,3,2,6,4,4,1,3,1,2,3,1,2,4,2,2,1,2,1,1,1,1,4,3,3,30,276,female
2,1,3,4,1,4,3,3,1,1,4,4,5,1,2,3,2,1,5,5,1,6,1,1,5,1,1,1,1,1,6,4,4,1,6,1,3,6,2,3,4,3,2,2,6,2,1,1,1,4,3,6,32,277,female
5,3,4,3,4,2,4,2,3,3,3,5,2,3,3,3,3,2,5,4,5,3,2,5,2,5,2,2,2,3,6,5,2,2,4,4,3,5,4,4,6,5,5,2,3,4,2,2,4,3,2,5,35,278,male
4,2,3,5,2,3,3,2,3,3,3,5,2,3,1,4,3,3,3,4,3,4,2,3,3,3,1,3,3,3,6,3,3,2,3,2,3,3,2,3,4,1,2,2,3,2,2,1,2,4,3,3,32,279,male
2,1,2,4,1,4,4,1,2,3,5,4,4,3,2,5,3,3,5,5,2,2,1,3,3,4,1,2,2,1,5,5,3,1,3,3,4,4,2,4,4,4,4,1,5,2,1,1,2,4,4,5,44,280,male
4,2,6,5,4,4,4,3,3,2,6,5,3,4,3,6,4,5,5,2,4,4,1,2,5,3,2,3,4,4,6,4,6,2,5,3,4,6,4,5,5,4,5,2,2,3,4,2,4,5,5,6,25,282,female
6,2,2,2,4,1,6,1,1,1,2,6,2,2,1,5,6,1,6,6,1,1,1,2,5,2,1,1,1,2,6,1,5,1,6,1,6,6,1,6,6,6,6,1,6,4,3,3,4,6,6,6,23,283,male
5,4,4,4,4,4,4,2,3,2,5,3,3,2,2,5,4,5,5,5,1,4,5,3,4,2,3,5,5,2,6,6,5,4,5,5,5,6,5,4,5,5,5,3,4,3,4,4,4,4,4,5,34,284,male
1,5,2,2,4,3,6,3,1,1,3,6,1,5,2,2,1,1,6,5,3,1,2,1,3,1,2,1,1,1,6,3,6,1,6,2,6,6,1,6,6,6,6,1,5,1,6,4,3,6,4,6,30,285,male
6,1,4,3,1,1,2,2,1,1,2,6,5,1,1,4,2,4,4,5,3,2,4,3,2,2,1,1,4,3,6,4,4,1,5,1,4,6,2,3,4,2,2,1,6,2,2,2,1,1,1,6,36,286,female
5,3,3,4,3,3,5,3,3,4,3,5,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,1,5,1,5,5,1,4,5,2,5,1,4,1,1,1,4,4,1,1,22,287,male
4,3,3,3,4,2,3,2,2,2,4,5,4,2,3,5,4,2,4,5,3,4,3,3,5,4,3,2,3,2,6,4,4,2,5,2,4,6,2,4,4,4,3,2,6,2,4,2,2,4,4,6,29,288,male
5,6,3,3,5,5,6,1,4,3,6,6,6,1,1,5,1,1,6,6,1,1,5,4,6,6,6,2,6,5,6,6,1,3,6,6,6,6,5,6,6,4,6,1,6,4,6,4,1,6,4,6,28,289,male
4,5,3,2,5,2,5,1,1,2,6,6,5,2,4,4,2,3,4,6,1,1,3,2,5,3,4,2,2,4,6,5,3,2,6,2,5,6,2,5,6,6,5,2,6,3,5,2,2,5,5,5,NA,291,NA
5,2,5,4,2,5,4,4,3,3,5,5,2,5,3,5,5,5,4,4,3,3,4,4,5,5,2,3,2,3,6,5,4,2,4,3,3,4,2,3,5,4,3,3,4,3,3,2,3,5,4,4,36,292,female
4,3,4,2,4,3,5,4,4,4,4,3,2,4,3,3,5,4,4,3,3,4,1,3,3,3,4,5,5,3,4,3,2,4,2,3,4,5,4,4,4,2,4,3,2,4,4,3,5,4,3,3,18,293,male
5,3,6,3,2,4,4,5,3,1,4,2,1,2,2,2,4,1,5,3,4,4,3,1,4,4,1,1,3,1,5,4,4,2,6,2,2,3,4,6,4,3,4,5,3,4,3,2,5,4,4,3,22,294,male
5,4,3,3,4,2,4,3,4,4,3,5,5,5,4,3,3,3,5,5,4,4,3,4,3,4,4,3,4,5,5,5,3,3,6,3,5,5,3,5,6,4,5,2,5,3,5,1,3,6,4,5,38,295,male
2,5,2,5,5,2,5,2,2,4,3,5,2,5,5,4,2,2,4,5,2,2,2,2,3,2,3,2,2,2,5,5,2,1,6,2,6,6,6,5,5,5,4,2,5,5,5,3,2,5,3,5,30,296,female
4,3,2,4,4,4,5,3,2,3,6,6,5,4,3,5,2,1,4,5,2,2,2,2,5,3,2,1,1,1,6,4,4,1,5,2,5,4,5,3,6,4,3,2,6,4,4,2,2,6,4,5,54,297,female
5,6,5,2,6,3,5,6,3,2,6,4,5,5,6,2,5,5,6,6,2,4,5,5,1,5,6,6,2,5,5,6,2,1,4,5,5,6,5,3,4,5,5,5,6,1,5,6,6,6,5,2,28,298,female
5,2,4,5,4,2,4,1,6,6,5,4,2,6,2,5,4,6,5,6,6,1,6,6,6,6,5,6,6,6,4,6,5,6,5,6,6,1,5,3,6,5,5,1,4,5,5,2,4,6,5,3,41,299,female
5,2,3,2,1,6,2,2,2,2,4,6,6,4,1,6,4,5,5,6,5,2,2,2,4,6,1,3,4,1,6,6,6,2,6,1,5,5,2,6,6,3,6,3,5,2,1,1,1,6,3,5,22,300,male
5,4,4,5,4,4,4,3,4,3,4,5,4,3,4,3,4,4,4,4,2,3,3,3,4,4,2,4,3,2,6,6,5,2,5,3,3,3,3,3,4,4,3,3,5,3,5,1,3,4,3,6,NA,301,NA
4,3,2,3,3,2,4,2,2,3,3,5,3,3,3,4,2,2,4,4,2,2,2,3,3,2,3,2,2,2,5,3,4,1,4,1,2,6,1,2,5,2,2,1,6,1,2,1,1,5,2,4,51,302,female
3,5,4,4,5,3,5,5,3,3,3,5,4,3,4,4,4,4,5,5,3,1,3,3,2,3,3,3,2,1,5,4,3,3,5,3,4,5,3,5,6,4,5,3,5,4,4,3,3,5,3,5,42,303,female
4,1,2,4,1,1,2,2,2,2,4,6,1,4,1,2,2,3,5,6,1,5,2,2,4,3,1,2,2,5,6,3,3,2,5,2,4,4,2,4,5,2,4,1,5,2,1,1,1,6,3,6,28,304,male
3,4,3,4,3,1,5,5,4,5,4,6,1,2,5,4,1,1,4,5,1,4,2,2,2,2,2,2,2,1,6,6,1,3,6,1,5,6,6,5,6,5,5,2,5,4,4,2,2,6,5,5,49,305,female
6,5,5,2,2,1,5,3,2,3,6,6,4,5,2,4,4,5,6,5,5,4,4,3,5,5,4,4,4,3,6,5,5,5,6,5,6,5,5,5,6,6,6,4,5,4,4,4,4,5,5,6,27,306,male
4,5,4,4,5,3,5,3,3,4,5,4,3,4,4,4,2,4,4,3,3,4,3,3,5,3,4,3,3,3,6,4,3,1,5,2,5,4,4,4,5,4,4,2,3,2,5,4,2,5,3,4,23,309,male
5,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,4,3,3,4,3,3,2,2,3,3,4,3,4,4,2,2,5,2,4,3,3,4,5,4,4,3,4,2,3,3,3,5,4,4,27,310,male
5,4,3,4,3,2,4,2,4,3,4,5,4,4,3,6,3,4,6,5,2,3,3,4,4,2,1,4,2,3,6,4,6,2,4,2,2,4,2,3,4,3,4,1,6,2,1,1,1,4,4,6,26,311,female
3,2,3,3,4,2,4,3,2,1,4,5,3,3,4,3,2,2,4,4,1,3,2,2,4,3,4,2,3,1,6,3,3,2,3,1,2,2,2,2,4,3,2,2,4,2,5,2,2,3,3,5,34,313,male
4,3,3,2,2,2,3,2,2,2,2,5,3,3,2,5,4,3,5,5,3,3,2,2,2,2,2,2,2,2,5,2,4,1,5,1,5,5,1,5,5,1,5,1,5,1,1,1,1,1,1,6,42,314,female
5,4,6,5,5,2,6,2,2,6,3,5,4,5,5,6,5,3,4,5,1,2,2,5,2,4,3,4,2,2,6,6,6,4,6,2,5,6,5,5,4,4,4,2,6,3,5,3,2,4,5,5,24,315,female
5,5,5,3,5,3,5,3,4,5,4,5,3,5,5,5,2,5,5,5,2,2,4,5,3,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,6,5,5,5,5,6,5,5,49,316,female
4,1,2,2,1,2,4,2,3,3,1,4,2,3,1,4,1,3,5,4,4,4,3,3,1,2,1,3,2,3,5,4,2,1,6,2,5,4,3,5,4,1,4,1,5,2,1,1,2,4,1,4,32,317,male
3,2,2,4,4,2,4,3,2,2,3,4,5,2,4,4,1,1,5,5,1,1,1,2,4,3,2,2,2,1,6,4,4,1,6,5,5,6,4,5,5,4,6,1,6,1,1,1,1,5,1,6,40,318,female
5,4,3,3,5,3,5,2,4,4,3,5,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,3,3,3,5,4,3,3,4,4,5,4,4,5,4,3,4,2,4,3,5,2,2,4,3,5,39,319,male
5,3,4,2,3,5,4,4,4,4,6,6,3,4,3,4,3,4,5,5,2,4,3,4,5,5,2,4,3,2,6,4,3,3,4,3,4,3,3,4,6,4,3,3,3,3,2,2,3,6,4,6,36,320,female
3,2,4,3,1,5,3,1,2,2,6,5,2,3,2,1,4,4,6,4,1,5,3,3,5,5,2,2,3,1,6,5,2,2,6,3,5,5,3,5,6,4,6,2,4,3,3,1,2,6,4,6,24,321,male
1,1,1,2,2,1,2,1,1,1,2,4,2,1,1,1,1,1,6,2,1,1,1,1,2,3,1,1,1,2,6,2,1,1,6,1,3,5,1,3,6,2,3,1,5,1,1,1,1,6,2,5,23,322,male
5,2,2,4,2,3,4,2,5,5,2,6,4,4,2,5,3,5,5,5,3,2,4,5,3,2,2,5,4,5,5,5,4,4,6,5,4,5,4,4,5,5,4,2,5,4,2,2,4,5,5,6,23,323,female
5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,3,4,2,2,5,5,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,6,6,6,6,6,40,324,female
5,2,5,5,3,2,3,1,3,2,3,4,3,3,3,3,2,3,3,3,2,2,2,3,3,4,1,3,3,2,6,3,3,3,4,2,4,3,3,3,5,2,3,2,3,3,2,2,2,5,3,4,39,325,male
4,5,3,6,4,3,6,1,5,6,5,5,2,5,4,3,1,3,5,4,5,2,3,5,5,5,4,4,3,3,6,4,2,4,6,6,6,4,5,6,6,3,6,2,4,5,6,4,4,6,5,4,34,326,male
3,3,2,3,3,2,4,1,1,2,3,5,4,2,2,3,2,2,5,5,1,1,2,2,4,2,3,2,1,2,6,3,2,1,6,1,6,6,2,4,5,2,4,1,6,2,3,1,1,5,2,6,31,327,female
5,4,3,3,5,4,4,2,6,4,2,3,1,4,3,2,1,2,5,2,2,1,2,4,2,2,2,4,4,2,6,4,2,3,5,5,4,3,3,3,5,5,4,1,2,2,6,3,3,5,5,5,20,328,male
4,2,2,4,2,5,4,2,2,2,6,4,6,3,1,4,3,2,5,4,3,4,3,3,5,4,1,2,4,2,6,4,3,2,6,2,3,6,2,3,5,3,3,2,6,2,3,1,1,5,3,6,39,329,male
5,5,5,3,4,3,4,3,3,4,3,4,3,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,3,5,3,5,4,4,4,4,3,4,3,5,3,4,2,2,4,3,4,28,330,female
2,2,2,4,3,4,2,2,2,2,2,5,5,2,2,5,5,4,5,5,4,2,3,3,3,3,2,2,3,2,5,5,5,1,4,1,4,4,1,2,4,1,2,1,4,1,4,1,1,3,1,4,23,331,female
5,3,4,4,3,4,3,1,3,3,5,6,3,3,2,5,4,3,6,6,4,3,3,3,4,4,1,3,3,3,6,5,5,1,6,1,4,6,2,4,6,3,4,1,6,1,2,1,1,6,3,6,21,332,female
5,3,5,5,4,4,5,5,4,4,5,4,1,4,2,6,5,4,4,4,5,4,4,4,5,3,4,4,5,5,5,4,4,4,6,4,6,5,4,4,5,6,5,4,3,4,4,5,4,4,5,4,24,333,male
4,2,4,4,3,4,5,4,3,4,5,4,5,4,3,4,3,3,5,5,2,4,3,4,5,5,2,3,3,2,5,5,4,2,4,4,4,5,4,3,4,5,4,2,6,4,4,4,3,4,4,6,27,334,male
4,2,4,5,2,4,4,2,1,3,3,4,3,2,3,4,3,4,6,3,3,3,3,3,3,3,3,2,4,1,6,4,4,2,5,1,4,4,3,3,3,3,4,1,4,3,3,2,1,3,4,4,35,335,male
2,4,3,3,3,2,4,2,2,4,4,4,3,4,4,2,3,2,5,4,3,3,2,3,2,2,2,2,3,5,5,5,2,1,4,3,3,4,3,2,4,4,4,2,4,3,3,2,3,4,3,4,32,336,female
4,6,3,2,5,4,4,3,2,4,4,5,4,4,4,4,4,2,5,6,3,3,3,3,4,4,4,3,3,4,4,5,4,4,6,3,4,5,4,4,5,5,4,3,6,4,5,4,2,4,5,6,24,337,female
5,5,2,5,5,2,5,2,2,5,5,2,4,5,5,4,2,4,4,4,2,2,2,4,3,4,3,4,2,4,4,4,4,4,5,4,4,5,4,5,5,4,5,2,6,5,4,2,3,5,5,4,38,338,female
5,5,5,5,5,5,5,4,5,5,5,5,2,5,3,5,5,5,5,5,5,2,2,5,5,5,5,5,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,27,339,male
5,2,1,6,2,1,1,4,5,5,1,5,3,4,2,4,1,5,5,3,4,4,4,3,2,2,2,4,4,4,4,4,3,3,4,3,3,2,3,3,4,3,3,3,2,3,1,1,3,3,2,3,25,340,male
3,4,3,5,2,4,4,3,3,3,4,5,4,5,5,2,4,4,5,4,2,4,2,4,5,4,4,4,4,4,4,4,4,3,5,3,5,5,3,4,5,4,4,4,4,4,4,3,4,4,3,4,37,341,male
5,5,4,4,4,3,5,4,3,3,6,5,4,4,4,5,4,4,5,5,4,3,3,4,5,3,3,3,4,2,5,5,4,4,5,3,3,4,4,3,4,5,4,3,5,4,3,4,4,3,4,5,25,342,female
6,4,5,5,4,3,6,4,6,6,6,4,4,6,4,6,4,6,6,5,4,3,4,6,5,5,5,6,4,4,6,6,5,6,5,5,4,5,5,4,6,6,4,5,6,5,4,6,5,6,6,4,29,343,female
4,5,4,3,5,4,6,5,3,3,4,5,4,4,5,3,3,4,5,5,4,2,3,3,4,4,5,3,4,2,5,4,5,2,4,2,2,3,3,2,3,2,3,2,4,2,2,3,3,4,3,3,29,344,female
5,3,4,2,5,4,4,3,3,5,3,5,4,4,4,5,4,5,5,5,2,1,3,4,2,4,5,3,4,4,6,5,4,3,5,4,5,6,5,5,5,4,5,3,5,5,4,2,3,5,4,6,28,345,female
3,4,4,4,3,4,4,2,2,3,4,5,4,4,4,4,3,4,4,5,3,3,4,4,4,3,2,2,2,3,5,4,4,2,5,2,5,4,4,5,5,5,5,1,5,4,3,2,2,5,3,5,35,346,female
3,4,1,2,4,1,5,1,1,2,1,5,5,6,6,1,1,5,6,5,5,3,1,3,1,5,5,6,5,3,5,2,1,5,5,6,6,5,5,6,6,6,5,2,2,1,2,2,1,5,1,5,27,347,male
4,3,3,3,3,3,4,2,2,2,4,4,2,4,3,4,2,3,4,3,2,3,3,3,3,4,3,3,3,4,5,5,3,1,3,1,3,3,2,3,4,3,2,1,5,2,2,1,1,4,5,3,52,348,female
3,3,4,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,4,3,2,3,3,3,4,4,3,3,3,3,5,3,4,2,3,2,3,3,3,3,4,3,3,2,3,2,3,2,2,3,3,4,29,349,male
5,2,2,2,2,2,5,2,2,2,3,5,2,5,2,4,2,3,5,4,2,2,2,4,3,2,2,3,2,2,5,4,3,2,4,2,4,5,2,3,5,4,3,2,5,2,5,2,2,5,5,5,63,350,female
5,3,5,3,4,5,4,3,4,4,5,5,4,5,2,5,5,5,4,5,4,4,4,3,4,5,4,5,4,3,5,5,5,4,6,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,23,351,male
4,6,4,4,4,4,5,2,2,2,5,5,3,4,5,2,2,2,5,5,4,2,2,3,4,2,4,3,4,3,5,5,2,2,5,3,5,5,5,5,5,5,5,2,5,4,5,3,3,5,5,5,32,352,male
4,2,5,4,3,4,4,4,4,4,4,5,3,3,3,5,4,3,5,3,3,3,4,4,4,5,3,3,4,3,6,5,3,3,6,3,4,4,4,4,4,4,5,4,4,3,3,3,4,5,5,4,28,353,male
3,1,4,4,3,3,3,1,1,1,2,4,6,2,2,3,2,1,4,6,4,3,3,2,2,5,2,3,3,3,5,4,2,2,6,2,5,6,3,5,6,3,4,2,6,2,3,1,2,6,3,5,36,354,male
4,2,4,4,2,3,4,4,3,3,4,4,3,3,2,5,3,4,5,3,2,2,4,3,4,3,1,3,4,4,6,4,5,2,4,2,3,3,2,3,5,3,3,4,3,3,2,2,3,4,3,3,37,355,female
3,3,3,3,3,4,2,2,3,4,4,4,4,4,3,4,3,3,4,3,2,2,2,3,4,4,3,3,2,2,5,4,4,2,3,2,3,3,3,2,4,4,3,2,3,3,2,3,3,4,3,3,36,356,female
5,3,5,4,4,3,5,3,3,3,4,6,1,6,3,5,3,3,4,5,2,2,2,3,5,5,5,4,4,2,6,4,2,4,6,2,5,6,6,4,5,5,4,3,6,2,5,4,4,5,4,4,25,357,male
4,2,4,3,3,3,2,4,2,3,3,4,3,3,3,4,3,3,5,3,3,3,4,3,3,4,2,3,4,3,5,4,4,2,4,2,4,3,1,3,4,2,3,1,3,1,3,1,1,4,2,5,34,358,female
4,5,4,6,4,4,5,4,4,5,6,6,4,5,5,5,4,4,5,5,1,3,4,5,6,4,6,4,2,2,6,5,4,3,6,3,5,6,3,5,6,4,5,3,5,3,5,3,3,6,5,6,54,359,female
2,1,3,4,2,3,3,4,2,2,3,2,2,2,2,3,3,1,3,2,2,3,2,3,3,3,1,2,2,2,5,4,3,1,3,1,2,2,1,1,4,3,1,1,1,2,1,1,1,3,2,2,24,360,male
4,1,4,2,3,4,4,2,1,1,5,5,3,1,2,5,3,2,5,5,2,5,2,2,4,4,1,1,2,1,6,4,4,1,4,1,3,5,2,2,3,5,4,2,5,2,1,1,2,4,3,6,26,361,male
4,4,1,5,3,4,5,1,2,4,6,6,4,5,5,6,2,4,6,4,1,1,3,3,6,1,3,1,1,4,6,5,3,2,6,2,6,6,6,6,6,6,5,2,6,5,4,1,2,6,6,6,43,362,female
2,5,1,2,5,1,6,1,2,2,1,5,1,4,6,6,3,1,6,4,3,1,1,3,1,1,4,1,1,3,6,4,4,1,6,2,4,6,4,5,6,3,5,1,6,2,5,1,1,6,3,6,40,363,male
5,5,3,2,5,3,5,3,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4,4,3,4,6,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,33,364,male
3,2,1,5,3,4,4,1,2,5,6,5,3,4,2,6,3,4,5,2,3,3,3,2,5,5,3,2,2,4,4,4,5,2,5,2,4,5,3,5,6,6,5,2,3,3,1,1,5,6,5,3,32,365,female
4,2,2,2,3,4,3,2,3,3,4,5,2,3,3,4,3,3,5,5,4,3,3,3,3,4,2,3,3,3,5,4,4,3,4,3,3,4,2,4,4,3,4,2,3,2,2,2,2,4,3,4,50,366,male
4,2,2,4,3,3,4,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,2,3,3,3,2,3,3,3,5,4,3,2,4,3,3,4,2,3,5,3,3,2,4,3,2,2,3,4,3,5,48,367,male
2,3,1,6,3,1,5,1,1,1,5,5,4,2,1,5,1,1,4,2,1,1,2,1,4,1,3,1,1,1,6,1,5,1,6,1,5,6,3,6,6,3,5,1,1,1,4,1,1,6,2,6,75,368,female
5,4,4,5,3,5,5,4,4,4,4,5,4,4,5,3,4,4,5,4,4,3,3,4,3,5,4,4,4,2,6,5,5,3,6,4,5,4,4,4,5,4,4,3,5,4,4,5,4,4,5,6,25,369,female
5,2,2,5,2,3,4,2,6,6,5,5,2,5,2,5,4,4,6,4,3,1,4,6,4,4,1,4,4,4,6,5,4,4,5,5,5,6,6,5,6,5,5,3,5,4,2,2,5,5,5,6,32,371,female
2,3,2,4,3,2,4,2,2,2,3,4,2,2,3,2,2,2,4,3,2,2,2,2,4,2,2,2,2,2,4,3,2,2,4,2,2,4,2,2,4,3,2,2,3,2,2,2,2,3,3,3,43,372,female
5,4,3,4,3,3,3,2,2,4,4,4,4,3,3,4,3,3,4,4,3,4,3,3,4,5,3,3,3,3,5,4,4,2,5,3,4,4,3,4,4,3,3,2,4,2,2,2,2,3,3,3,30,373,male
