12-Sep-12,13:09,13:42,34,Outside,Rachel,FO+SCAN+GROOM,10min,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,EA,EA,OOS,OOS,OOS,OOS,OOS,Q PA FK LI,PA,FK,1m,,N,,N,,,,,,,PA,N,,,,N,,N,,,Y,06:21,,,
12-Sep-12,13:09,13:42,34,Outside,Rachel,FO+SCAN+GROOM,20min,TR,OOS,OOS,OOS,RE,OOS,OOS,RE,TR,OOS,OOS,OOS,RE,RE,RE,OOS,OOS,OOS,OOS,Q LO EM LY FK LI HL,HL,FK,>10m,,Y,Carrot,N,,,,,,,HL,N,,,,N,,N,,,N,,,,
12-Sep-12,13:09,13:42,34,Outside,Rachel,FO+SCAN+GROOM,30min,TR,OOS,EA,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,G,G,R,EA,OOS,OOS,OOS,OOS,Q LB LO PA FK LI HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-12,13:51,14:23,32,Pod 3,Jon,FO+SCAN+GROOM,0min,RE,RE,RE,OOS,RE,RE,OOS,OOS,RE,RE,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,OOS,Q KD LB LO CI LY KL HL ED,KL,ED,<1m,,N,,N,,,,,,,KL,N,,,,N,,N,,,Y,02:20,,,
12-Sep-12,13:51,14:23,32,Pod 3,Jon,FO+SCAN+GROOM,10min,OOS,RE,TR,RE,RE,OOS,OOS,OOS,OOS,OOS,G,TR,TR,OOS,RE,OOS,R,RE,OOS,KD LI DA LO RE PA FK HL EV ED,PA,H,1m,,N,,N,,,,,,,PA,N,,,,N,,N,,,N,,,,
12-Sep-12,13:51,14:23,32,Pod 3,Jon,FO+SCAN+GROOM,20min,OOS,RE,OOS,RE,OOS,RE,OOS,OOS,OOS,TR,G,RE,RE,EA,OOS,RE,R,RE,OOS,KD DA CI KL RE PA FK LI PE EV ED,Q,PE,3m,,N,,N,,,,,,,Q,N,,,,N,,N,,,Y,00:15,,,
12-Sep-12,13:51,14:23,32,Pod 3,Jon,FO+SCAN+GROOM,30min,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,RE,OOS,OOS,RE,RE,OOS,DA RE PA FK LI EV ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-12,14:40,15:02,22,Outside,Jon,FO+SCAN+GROOM,0min,OOS,OOS,TR,OOS,OOS,CL,OOS,RE,RE,RE,OOS,TR,RE,RE,OOS,OOS,OOS,EA,OOS,LB CI EM LY KL PA FK LI ED,LB,ED,5m,,N,,N,,,,,,,LB,N,,,,N,,N,,,Y,03:57,,,
12-Sep-12,14:40,15:02,22,Outside,Jon,FO+SCAN+GROOM,10min,RE,OOS,OOS,OOS,OOS,R,OOS,G,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q CI EM,CI,EM,0m,,N,,N,,,,,,,CI,N,,,,N,,N,,,Y,02:09,,,
12-Sep-12,14:40,15:02,22,Outside,Jon,FO+SCAN+GROOM,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-12,14:40,15:02,22,Outside,Jon,FO+SCAN+GROOM,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep-12,15:18,15:51,33,Pod 3,Rachel,FO+SCAN+GROOM,0min,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,EA,RE,OOS,OOS,OOS,RE,OOS,LB LY PA FK LI ED,FK,LI,5m,,Y,"Leaves, Carrots",N,,,,,,,FK,N,,,,N,,N,,,N,,Data collection ended as all chimps OOS,,
12-Sep-12,15:18,15:51,33,Pod 3,Rachel,FO+SCAN+GROOM,10min,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,RE,RE,R,OOS,OOS,OOS,G,OOS,LB CI PA FK LI ED,LB,PA,<1m,,N,,N,,,,,,,LB,N,,,,N,,N,,,Y,04:28,,,
12-Sep-12,15:18,15:51,33,Pod 3,Rachel,FO+SCAN+GROOM,20min,OOS,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,RE,OOS,OOS,OOS,RE,KD LB RE FK LI HL SO,LI,HL,5m,,N,,N,,,,,,,LI,N,,,,N,,N,,,Y,05:22,,,
12-Sep-12,15:18,15:51,33,Pod 3,Rachel,FO+SCAN+GROOM,30min,EA,RE,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,OOS,G,RE,R,OOS,OOS,OOS,OOS,OOS,Q KD EM LY KL PA FK LI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Use  name codes (all capitals) seprated by a single space (no commas or other punctualtion),,,,,,,,,,,,,,,,,,,,,,,,,,,,
For columns A-G copy the infomation down so each row with data from this observation period has this corresponding data with it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (should appear 13-Mar-12),Time start (should be 24hr e.g. 14:34),Time end (should be 24hr e.g. 15:34),Duration of obs period (min),location,your name,Data collected  - enter one of these 4 options (FO; FO+SCAN; FO+SCAN+GROOM; FO+SCAN+GROOM+AGG),Scan time,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-12,09:21,09:54,33,Pod 3,Jon,FO+SCAN+GROOM,0min,RE,RE,OOS,OOS,OOS,RE,OOS,OOS,TR,OOS,RE,TR,OOS,RE,RE,OOS,OOS,OOS,TR,Q KD CI LY RE PA LI HL SO,LY ,KL,2m,,N,,N,,,,,,,LY,N,,,,N,,N,,,Y,03:05,,,
13-Sep-12,09:21,09:54,33,Pod 3,Jon,FO+SCAN+GROOM,10min,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,OOS,OOS,OOS,OOS,CI LI HL,CI,HL,3m,,N,,N,,,,,,,CI,N,,,,N,,N,,,Y,08:13,,,
13-Sep-12,09:21,09:54,33,Pod 3,Jon,FO+SCAN+GROOM,20min,OOS,EA,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,RE,EA,RE,RE,OOS,OOS,EA,TR,KD CI PA FK LI HL ED SO,ED,HL,2m,,N,,N,,,,,,,ED,N,,,,N,,N,,,Y,00:18,,,
13-Sep-12,09:21,09:54,33,Pod 3,Jon,FO+SCAN+GROOM,30min,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,RE,OOS,RE,G+R,RE,G+R,EA,RE,EA,RE,RE,KD LO LY RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-12,10:04,10:38,34,Pod 3,Rachel,FO+SCAN+GROOM,0min,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,RE,OOS,RE,OOS,RE,OOS,FO,TR,RE,RE,PL,CI LY RE FK HL PE EV ED SO,ED,FK,1m,,N,,N,,,,,,,ED,N,,,,N,,N,,,Y,06:58,,,
13-Sep-12,10:04,10:38,34,Pod 3,Rachel,FO+SCAN+GROOM,10min,OOS,EA,OOS,RE,OOS,EA,OOS,OOS,RE,OOS,G,OOS,EA,OOS,RE,RE,RE,EA,EA,KD DA CI LY RE FK HL PE EV ED SO,DA,HL,2m,,Y,Pepper,N,,,,,,,DA,N,,,,N,,N,,,N,,,,
13-Sep-12,10:04,10:38,34,Pod 3,Rachel,FO+SCAN+GROOM,20min,OOS,RE,OOS,RE,RE,RE,OOS,OOS,RE,RE,RE,TR,RE,RE,RE,RE,ES,RE,RE,KD DA LO CI LY KL RE PA FK LI HL PE EV ED SO,KL,HL,<1m,,N,,N,,,,,,,KL,Y,S,Y,N,N,,N,,,N,,,,
13-Sep-12,10:04,10:38,34,Pod 3,Rachel,FO+SCAN+GROOM,30min,OOS,OOS,OOS,RE,RE,EA,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,RE,EA,RE,RE,DA LO CI LY KL RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-12,11:00,11:33,33,Pod 3,Jon,FO+SCAN+GROOM,0min,OOS,RE,RE,RE,RE,RE,OOS,OOS,RE,OOS,SG,RE,RE,RE,RE,RE,RE,RE,RE,KD LB DA LO CI LY KL RE PA FK LI HL PE EV ED SO,LY,ED,3m,,N,,N,,,,,,,LY,N,,,,N,,Y,CI,,N,,,,
13-Sep-12,11:00,11:33,33,Pod 3,Jon,FO+SCAN+GROOM,10min,RE,RE,RE,SG,RE,RE,TR,RE,RE,RE,G,RE,RE,RE,RE,RE,R,RE,RE,Q KD LB DA LO CI LU EM LY KL RE PA FK LI HL PE EV ED SO,SO,EV,<1m,,N,,N,,,,,,,SO,N,,,,N,,N,,,N,,,,
13-Sep-12,11:00,11:33,33,Pod 3,Jon,FO+SCAN+GROOM,20min,RE,RE,RE,RE,RE,OOS,TR,RE,RE,RE,G,RE,RE,RE,RE,RE,R,RE,RE,Q KD LB DA LO LU EM LY KL RE PA FK LI HL PE EV ED SO,Q,LO,1m,,N,,N,,,,,,,Q,N,,,,N,,N,,,N,,,,
13-Sep-12,11:00,11:33,33,Pod 3,Jon,FO+SCAN+GROOM,30min,RE,RE,RE,RE,RE,OOS,OOS,RE,RE,RE,G,SG,RE,RE,RE,RE,RE,RE,RE,Q KD LB DA LO EM LY KL RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-12,13:15,13:48,33,Pod 3,Jon,FO+SCAN+GROOM,0min,RE,RE,OOS,RE,OOS,RE,OOS,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,Q KD DA CI EM LY KL RE PA FK LI HL PE EV ED SO,KL,HL,1m,,N,,N,,,,,,,KL,N,,,,N,,N,,,N,,,,
13-Sep-12,13:15,13:48,33,Pod 3,Jon,FO+SCAN+GROOM,10min,RE,RE,OOS,RE,OOS,RE,OOS,RE,RE,RE,RE,RE,RE,EA,RE,RE,RE,RE,RE,Q KD DA CI EM LY KL RE PA FK LI HL PE EV ED SO,KD,ED,<1m,,N,,N,,,,,,,KD,N,,,,N,,N,,,N,,,,
13-Sep-12,13:15,13:48,33,Pod 3,Jon,FO+SCAN+GROOM,20min,RE,RE,OOS,RE,OOS,RE,,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,Q KD DA CI EM LY KL RE PA FK LI HL PE EV ED SO,FK,DA,2m,,N,,N,,,,,,,FK,N,,,,N,,N,,,N,,,,
13-Sep-12,13:15,13:48,33,Pod 3,Jon,FO+SCAN+GROOM,30min,RE,SG,OOS,RE,OOS,RE,OOS,RE,RE,RE,RE,RE,RE,RE,RE,RE,SG,RE,RE,Q KD DA CI EM LY KL RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-12,14:11,14:44,33,Pod 3,Rachel,FO+SCAN+GROOM,0min,RE,RE,OOS,RE,OOS,RE,OOS,RE,RE,RE,G,R,RE,RE,RE,RE,G,RE,R,Q KD DA CI EM LY KL RE PA FK LI HL PE EV ED SO,DA,FK,1m,,N,,N,,,,,,,DA,N,,,,N,,N,,,N,,,,
13-Sep-12,14:11,14:44,33,Pod 3,Rachel,FO+SCAN+GROOM,10min,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,DA LI,LI,DA,5m,,N,,Y,14:23,Floor,Q,10m,N,,LI,N,,,,N,,N,,,N,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:24,Floor,"CI, HL, Q","3m, 5m, 10m",N,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:27,Floor,"CI, HL, Q","3m, 5m, 10m",N,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:28,Floor,"CI, HL, Q, FK","5m, 5m, 10m, 10m",N,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,Floor,"FK, CI, Q","3m, 5m, 10m",N,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:32,Floor,"fk, ci, hl, lu","3m, 3m, 5m, 3m",N,,,,,,,,,,,,,,,,
13-Sep-12,14:11,14:44,33,Pod 3,Rachel,FO+SCAN+GROOM,20min,OOS,OOS,OOS,OOS,OOS,CL,OOS,OOS,OOS,OOS,OOS,OOS,RE,EA,RE,OOS,OOS,OOS,OOS,CI FK LI HL,HL,FK,2m,,N,,N,,,,,,,HL,N,,,,N,,N,,,N,,,,
13-Sep-12,14:11,14:44,33,Pod 3,Rachel,FO+SCAN+GROOM,30min,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,R,OOS,G,OOS,OOS,OOS,OOS,DA KL FK HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (should appear 13-Mar-12),Time start (should be 24hr e.g. 14:34),Time end (should be 24hr e.g. 15:34),Duration of obs period (min),location,your name,Data collected  - enter one of these 4 options (FO; FO+SCAN; FO+SCAN+GROOM; FO+SCAN+GROOM+AGG),Scan time,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,09:17,09:50,33,Outside,Rachel,FO+SCAN+GROOM,0min,EA,OOS,FO,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,RE,EA,TR,OOS,OOS,FO,OOS,FO,Q LB EM RE PA FK LI EV SO,EM,FK,7m,,Y,Pellets,N,,,,,,,EM,N,,,,N,,N,,,Y,04:41,,,
14-Sep-12,09:17,09:50,33,Outside,Rachel,FO+SCAN+GROOM,10min,OOS,TR,OOS,OOS,RE,OOS,OOS,OOS,OOS,CL,RE,TR,OOS,TR,OOS,OOS,OOS,OOS,OOS,KD LO KL RE PA LI,RE,PA,5m,,N,,N,,,,,,,RE,N,,,,N,,N,,,N,,,,
14-Sep-12,09:17,09:50,33,Outside,Rachel,FO+SCAN+GROOM,20min,OOS,OOS,OOS,EA,TR,OOS,OOS,OOS,RE,OOS,R,G,OOS,RE,OOS,RE,OOS,OOS,OOS,DA LO LY RE PA LI PE,LY,DA,<1m,,N,,N,,,,,,,LY,N,,,,N,,N,,,N,,,,
14-Sep-12,09:17,09:50,33,Outside,Rachel,FO+SCAN+GROOM,30min,RE,OOS,OOS,RE,OOS,OOS,RE,OOS,RE,OOS,TR,TR,RE,RE,OOS,OOS,OOS,OOS,RE,Q DA LU LY RE PA FK LI SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,10:02,10:14,12,Outside,Jon,FO+SCAN+GROOM,0min,RE,OOS,OOS,RE,RE,OOS,RE,OOS,OOS,OOS,RE,G,G,R,OOS,RE,OOS,OOS,RE,Q DA LO LU RE PA FK LI PE SO,DA,Q,4m,,N,,N,,,,,,,DA,N,,,,N,,N,,,Y,06:01,,,
14-Sep-12,,,,,,,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,,,,,,,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,,,,,,,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan and focal ended early as all went out of sight,,
14-Sep-12,10:25,10:57,32,Pod 3 ,Rachel,FO+SCAN+GROOM,0min,OOS,RE,RE,OOS,TR,OOS,OOS,OOS,OOS,TR,EA,RE,OOS,EA,OOS,EA,EA,OOS,EA,KD LB LO KL RE PA LI PE EV SO,LB,LI,2m,,N,,N,,,,,,,LB,N,,,,N,,N,,,Y,06:17,,,
14-Sep-12,10:25,10:57,32,Pod 3 ,Rachel,FO+SCAN+GROOM,10min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,RE,RE,RE,TR,RE,RE,OOS,RE,KD RE PA FK LI HL PE EV SO,PE,EV,1m,,N,,N,,,,,,,PE,N,,,,N,,N,,,N,,,,
14-Sep-12,10:25,10:57,32,Pod 3 ,Rachel,FO+SCAN+GROOM,20min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,RE,RE,RE,RE,SG,OOS,RE,KD LY RE PA FK LI HL PE EV SO,SO,HL,<1m,,N,,N,,,,,,,SO,N,,,,N,,N,,,N,,,,
14-Sep-12,10:25,10:57,32,Pod 3 ,Rachel,FO+SCAN+GROOM,30min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,RE,SG,RE,RE,KD LY KL RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,11:02,11:33,31,Outside,Rachel,FO+SCAN+GROOM,0min,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LO,LO,Q,>10m,,N,,N,,,,,,,LO,N,,,,N,,N,,,N,,,,
14-Sep-12,11:02,11:33,31,Outside,Rachel,FO+SCAN+GROOM,10min,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LO,Q,LO,>10m,,N,,N,,,,,,,Q,N,,,,N,,N,,,N,,,,
14-Sep-12,11:02,11:33,31,Outside,Rachel,FO+SCAN+GROOM,20min,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LO,LO,Q,>10m,,N,,N,,,,,,,LO,N,,,,N,,N,,,N,,,,
14-Sep-12,11:02,11:33,31,Outside,Rachel,FO+SCAN+GROOM,30min,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,14:21,14:54,33,Pod 3,Jon,FO+SCAN+GROOM,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,G,OOS,RE,OOS,RE,OOS,OOS,OOS,R,RE FK HL SO,FK,RE,0m,,N,,N,,,,,,,FK,N,,,,N,,N,,,Y,02:25,,,
14-Sep-12,14:21,14:54,33,Pod 3,Jon,FO+SCAN+GROOM,10min,OOS,OOS,OOS,OOS,OOS,TR,OOS,OOS,OOS,OOS,G+R,OOS,G+R,OOS,RE,OOS,OOS,OOS,OOS,CI RE FK HL,CI,RE,4m,,N,,N,,,,,,,CI,N,,,,N,,N,,,N,,,,
14-Sep-12,14:21,14:54,33,Pod 3,Jon,FO+SCAN+GROOM,20min,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,G,RE,R,RE,RE,OOS,OOS,OOS,OOS,CI RE PA FK LI HL,LI,HL,5m,,N,,N,,,,,,,LI,N,,,,N,,N,,,Y,05:47,,,
14-Sep-12,14:21,14:54,33,Pod 3,Jon,FO+SCAN+GROOM,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,OOS,RE,OOS,RE,OOS,OOS,RE,OOS,LY RE FK HL ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,14:56,15:06,10,Outside,Rachel,FO+SCAN+GROOM,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,KL PA LI,PA,KL,5m,,N,,N,,,,,,,PA,N,,,,N,,N,,,Y,03:38,,,
14-Sep-12,,,,,,,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,,,,,,,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-12,,,,,,,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan and focal ended as all oos,,
14-Sep-12,15:41,16:12,31,Pod 3,Jon,FO+SCAN+GROOM,0min,OOS,OOS,RE,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,LB DA CI FK,DA,FK,3m,,N,,N,,,,,,,DA,N,,,,N,,N,,,N,,,,
14-Sep-12,15:41,16:12,31,Pod 3,Jon,FO+SCAN+GROOM,10min,OOS,OOS,RE,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB DA CI,LB,CI,4m,,N,,N,,,,,,,LB,N,,,,N,,N,,,Y,06:14,,,
14-Sep-12,15:41,16:12,31,Pod 3,Jon,FO+SCAN+GROOM,20min,OOS,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,DA,DA,,,,N,,N,,,,,,,DA,N,,,,N,,N,,,Y,00:18,,,
14-Sep-12,15:41,16:12,31,Pod 3,Jon,FO+SCAN+GROOM,30min,TR,R,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,G,RE,OOS,OOS,OOS,OOS,OOS,OOS,Q KD CI PA FK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
