Tournament,Team Name,Speaker Name,Average Speaker Score,Speaker Sex
Worlds 2013,Worlds Leiden A,Karin Merckens,78.55555556,Female
Worlds 2013,Worlds Leiden A,Daan Welling,78.33333333,Male
Worlds 2013,Worlds Leiden C,Senna Maatoug,78.33333333,Unknown
Worlds 2013,Worlds Leiden C,Rogier Baart,78.11111111,Male
Worlds 2013,Worlds Leiden B,Wieger Kop,74,Male
Worlds 2013,Worlds Leiden B,Maria Ní Fhlatharta,73.66666667,Female
Worlds 2013,Worlds Cape Town A,Thomas McLennan,78.44444444,Male
Worlds 2013,Worlds Cape Town A,Noah de Villiers,77.44444444,Male
Worlds 2013,Worlds Belgrade B,Goran Jankuloski,77.77777778,Male
Worlds 2013,Worlds Belgrade B,Tijana Mijalkovic,76.66666667,Female
Worlds 2013,Worlds Belgrade C,Djordje Jovicevic,74.33333333,Unknown
Worlds 2013,Worlds Belgrade C,Stefan Milic,73.22222222,Male
Worlds 2013,Worlds Belgrade A,Viktor Prlja,76,Male
Worlds 2013,Worlds Belgrade A,Mladen Suleic,74.44444444,Male
Worlds 2013,Worlds Imperial London A,Ed Middleton,79.55555556,Male
Worlds 2013,Worlds Imperial London A,James Clough,79.22222222,Male
Worlds 2013,Worlds ULU C,Alex Cavell,77.44444444,Male
Worlds 2013,Worlds ULU C,Sophie Zeelenberg,74.44444444,Female
Worlds 2013,Worlds ULU B,Oskar Avery,78.11111111,Male
Worlds 2013,Worlds ULU B,Srishti Krishnamoorthy,75.77777778,Unknown
Worlds 2013,Worlds Stanford A,Andrew Suciu,80.55555556,Male
Worlds 2013,Worlds Stanford A,Emma Pierson,79.33333333,Female
Worlds 2013,Worlds Ljubljana C,Jaka Kukavica,73.11111111,Male
Worlds 2013,Worlds Ljubljana C,Jernej Fink,72.44444444,Male
Worlds 2013,Worlds NU Lesotho A,Leomile Motsetsela,70.77777778,Unknown
Worlds 2013,Worlds NU Lesotho A,Sekese Rasephei,69.66666667,Unknown
Worlds 2013,Worlds Ljubljana B,Teo Radetic,74.88888889,Male
Worlds 2013,Worlds Ljubljana B,Petra Petan,74,Female
Worlds 2013,Worlds Ewha Woman A,Da Eun Choi,69.88888889,Unknown
Worlds 2013,Worlds Ewha Woman A,Eun Jung Park,69.33333333,Female
Worlds 2013,Worlds Zagreb A,Nika Jelaska,74.55555556,Female
Worlds 2013,Worlds Zagreb A,Stella Braje,73.77777778,Female
Worlds 2013,Worlds Swarthmore C,Griffin Olmstead,77.77777778,Male
Worlds 2013,Worlds Swarthmore C,Sam Sussman,75.88888889,Male
Worlds 2013,Worlds United IU A,Farzana Afroz Chowdhury,70.33333333,Female
Worlds 2013,Worlds United IU A,Q. M. Shafayet Habib,70.33333333,Unknown
Worlds 2013,Worlds St Andrews A,Ben Adams,81.33333333,Male
Worlds 2013,Worlds St Andrews A,Alex Don,80.44444444,Male
Worlds 2013,Worlds Durham C,Jess Redmond,75,Male
Worlds 2013,Worlds Durham C,Joe Mayes,74.66666667,Male
Worlds 2013,Worlds Durham B,Edward Hauschild,78.55555556,Male
Worlds 2013,Worlds Durham B,Elise Trewick,78,Female
Worlds 2013,Worlds Durham A,Simon Tunnicliffe,81,Male
Worlds 2013,Worlds Durham A,Benjamin Dory,80.22222222,Male
Worlds 2013,Worlds Otago A,Kieran Bunn,79.77777778,Male
Worlds 2013,Worlds Otago A,Alec Dawson,79.55555556,Male
Worlds 2013,Worlds NCMT Sudan A,Sarah Mahgoub Hamid,66,Female
Worlds 2013,Worlds NCMT Sudan A,Abdelhameed M. El Amin M. Ali,65.22222222,Unknown
Worlds 2013,Worlds Oxford A,Clive Eley,82.22222222,Male
Worlds 2013,Worlds Oxford A,Nathaniel Ware,82.11111111,Male
Worlds 2013,Worlds Oxford B,Matthew Handley,81.44444444,Male
Worlds 2013,Worlds Oxford B,Natasha Rachman,80,Female
Worlds 2013,Worlds Oxford C,Gregory Farquhar,79.66666667,Male
Worlds 2013,Worlds Oxford C,Alfie Hinchliffe,79.33333333,Unknown
Worlds 2013,Worlds Auckland A,Stephanie Thompson,82,Female
Worlds 2013,Worlds Auckland A,Ben Milsom,81.33333333,Male
Worlds 2013,Worlds Princeton A,Matthew Arons,79.55555556,Male
Worlds 2013,Worlds Princeton A,Daniel Lewis,78.55555556,Male
Worlds 2013,Worlds Georgetown Qatar A,Arwa Ahmed M. Elsanosi Mohamed,74.22222222,Female
Worlds 2013,Worlds Georgetown Qatar A,Aya Elwadia,73.55555556,Female
Worlds 2013,Worlds Beijing FSU A,Dong Tianyue,73.11111111,Unknown
Worlds 2013,Worlds Beijing FSU A,Jiang Shan,72.88888889,Unknown
Worlds 2013,Worlds Split A,Jelena Cicic,69.55555556,Female
Worlds 2013,Worlds Split A,Helena Lovric,69.22222222,Female
Worlds 2013,Worlds BITS Germany A,Julian Vaterrodt,72.11111111,Male
Worlds 2013,Worlds BITS Germany A,Matthias Morrkopf,71.22222222,Male
Worlds 2013,Worlds Maryland A,Adam Groce,74.88888889,Male
Worlds 2013,Worlds Maryland A,Michelle Groce,73.55555556,Female
Worlds 2013,Worlds Lahore UMS B,Shahrukh Aslam,75.66666667,Unknown
Worlds 2013,Worlds Lahore UMS B,Amn Nasir,75.44444444,Unknown
Worlds 2013,Worlds Lahore UMS A,Syed Sarosh Hasan,72.22222222,Male
Worlds 2013,Worlds Lahore UMS A,Mirza Nabeel Anjum,71.66666667,Male
Worlds 2013,Worlds Maastricht B,Chris Smith,75.44444444,Male
Worlds 2013,Worlds Maastricht B,Felix Plassmann,72.88888889,Male
Worlds 2013,Worlds Maastricht A,Eduardo Villamor Martinez,76.11111111,Male
Worlds 2013,Worlds Maastricht A,Caspar Kaiser,74.77777778,Male
Worlds 2013,Worlds UCC Phil B,Lucy Jones,75.22222222,Female
Worlds 2013,Worlds UCC Phil B,Ruth Lawlor,75,Female
Worlds 2013,Worlds UCC Phil C,Cormac Manning,74.66666667,Male
Worlds 2013,Worlds UCC Phil C,Katie Dennison,74.33333333,Female
Worlds 2013,Worlds UCC Phil A,Barry O'Gorman,79.66666667,Male
Worlds 2013,Worlds UCC Phil A,Gearóid Wrixon,79.11111111,Unknown
Worlds 2013,Worlds Vermont C,Julia Huessy,74.55555556,Female
Worlds 2013,Worlds Vermont C,Alex Bullock,73.22222222,Male
Worlds 2013,Worlds Dalhousie C,Ethan Macaulay,75.77777778,Male
Worlds 2013,Worlds Dalhousie C,Casper Macaulay,75.44444444,Male
Worlds 2013,Worlds Dalhousie B,Jacqueline Byers,77.88888889,Female
Worlds 2013,Worlds Dalhousie B,Vinayak Mishra,77.55555556,Unknown
Worlds 2013,Worlds Dalhousie A,Sean McGarry,76.66666667,Male
Worlds 2013,Worlds Dalhousie A,Emma Robillard Cole,76.44444444,Female
Worlds 2013,Worlds DLSU C,Shih-Hao Hsu,70,Unknown
Worlds 2013,Worlds DLSU C,Marydith Fabros Eusebio,68.66666667,Unknown
Worlds 2013,Worlds IDC Herzliya A,Gonen Gerzon,74.33333333,Unknown
Worlds 2013,Worlds IDC Herzliya A,Keren Kurlander,73.88888889,Female
Worlds 2013,Worlds Tokyo IT A,Junya Suzuki,67.22222222,Male
Worlds 2013,Worlds Tokyo IT A,Fumiaki Todo,66.22222222,Male
Worlds 2013,Worlds Kyushu A,Kota Jodoi,66,Male
Worlds 2013,Worlds Kyushu A,Tsubasa Akatsuka,64.44444444,Male
Worlds 2013,Worlds McGill B,Roger Smith,78.55555556,Male
Worlds 2013,Worlds McGill B,Howard Cohen,77.88888889,Male
Worlds 2013,Worlds McGill C,Cole Bricker,78.55555556,Male
Worlds 2013,Worlds McGill C,Lewis Fainer,78,Male
Worlds 2013,Worlds McGill A,Sarah Balakrishnan,81.55555556,Female
Worlds 2013,Worlds McGill A,Emma O' Rourke Friel,80.66666667,Female
Worlds 2013,Worlds Wellington A,Seb Templeton,82.88888889,Male
Worlds 2013,Worlds Wellington A,Richard D'Ath,82.66666667,Male
Worlds 2013,Worlds Glasgow A,John McKee,79.44444444,Male
Worlds 2013,Worlds Glasgow A,Ross Mitchell,78.77777778,Male
Worlds 2013,Worlds Deree Greece A,Andromachi Tsouli,70.55555556,Female
Worlds 2013,Worlds Deree Greece A,Arina Voytenko,70,Female
Worlds 2013,Worlds Glasgow B,Duncan Crowe,78.88888889,Male
Worlds 2013,Worlds Glasgow B,Graeme Cowie,77.11111111,Male
Worlds 2013,Worlds Erasmus C,Joeri Willems,74,Male
Worlds 2013,Worlds Erasmus C,Mark-Jan Versluis,73.33333333,Unknown
Worlds 2013,Worlds Erasmus B,Jeroen Heun,78,Male
Worlds 2013,Worlds Erasmus B,Marco Voormolen,73.88888889,Male
Worlds 2013,Worlds Nanyang C,Vaishnav Sunil,76.33333333,Unknown
Worlds 2013,Worlds Nanyang C,Anjalika Singh,76.11111111,Unknown
Worlds 2013,Worlds Nanyang B,Sneha Gururaj,78.33333333,Female
Worlds 2013,Worlds Nanyang B,Madhura Bhave,77.66666667,Unknown
Worlds 2013,Worlds Nanyang A,Arvind Raghavan,76.88888889,Male
Worlds 2013,Worlds Nanyang A,Prashanth Jayaraman,75.44444444,Unknown
Worlds 2013,Worlds Midlands SU A,Ngcwele N. Khumalo,73.22222222,Unknown
Worlds 2013,Worlds Midlands SU A,Carol R Machingura,71.88888889,Female
Worlds 2013,Worlds Melbourne A,Tim Blair,82.11111111,Male
Worlds 2013,Worlds Melbourne A,Daniel Golder,81.33333333,Male
Worlds 2013,Worlds ASDV Bonaparte B,Josse van Proosdij,72,Male
Worlds 2013,Worlds ASDV Bonaparte B,Benjamin Mosk,71,Male
Worlds 2013,Worlds Tokyo Woman A,Yukiko Nishiyama,67.66666667,Female
Worlds 2013,Worlds Tokyo Woman A,Risa Funato,66.33333333,Female
Worlds 2013,Worlds ASDV Bonaparte A,Michiel van der Zee,74.77777778,Male
Worlds 2013,Worlds ASDV Bonaparte A,Dovile Venskutonyte,74.77777778,Unknown
Worlds 2013,Worlds Harvard C,Ben Sprung-Keyser,81,Male
Worlds 2013,Worlds Harvard C,Martin Kiik,79.88888889,Male
Worlds 2013,Worlds Cameroon A,Kenneth Ndage Afor,71.33333333,Male
Worlds 2013,Worlds Cameroon A,Sulem Yond Ingrid Worti,70.88888889,Unknown
Worlds 2013,Worlds Harvard A,Coulter King,81.88888889,Unknown
Worlds 2013,Worlds Harvard A,Josh Zoffer,81.22222222,Male
Worlds 2013,Worlds Haifa A,Jennifer Magzal,73.66666667,Female
Worlds 2013,Worlds Haifa A,Raneen Nicola,73.11111111,Unknown
Worlds 2013,Worlds Haifa B,Or Brokman,74,Unknown
Worlds 2013,Worlds Haifa B,Tom Bar Gal,72.88888889,Male
Worlds 2013,Worlds Haifa C,Orr Davidow,69.55555556,Unknown
Worlds 2013,Worlds Haifa C,Aviad Lavian,67.88888889,Female
Worlds 2013,Worlds Groningen C,Homer Sierd Willem Wagenaar,72.33333333,Male
Worlds 2013,Worlds Groningen C,Martijn Paping,71.88888889,Male
Worlds 2013,Worlds Atma A,Cindy Fransisca Sutardi,74.33333333,Female
Worlds 2013,Worlds Atma A,Davin Susanto,72.55555556,Male
Worlds 2013,Worlds Tokyo A,Kuwa Inokuchi,73,Unknown
Worlds 2013,Worlds Tokyo A,Toshinari Ishikawa,70.88888889,Unknown
Worlds 2013,Worlds Novgorod A,Zhanna Britvina,69.33333333,Female
Worlds 2013,Worlds Novgorod A,Dmitry Marchenko,65.44444444,Male
Worlds 2013,Worlds Brock A,Aaron Shorten,70.88888889,Male
Worlds 2013,Worlds Brock A,Alexandria Henderson,62.88888889,Female
Worlds 2013,Worlds Chiang Mai A,Rattanasuwan Rawan,64.33333333,Unknown
Worlds 2013,Worlds Chiang Mai A,Alisa Niamkul,61.22222222,Female
Worlds 2013,Worlds Warsaw B,Anna Dobrowolska,74.55555556,Female
Worlds 2013,Worlds Warsaw B,Michał Surdyk,73.66666667,Unknown
Worlds 2013,Worlds Warsaw A,Maja Lukomska,74.33333333,Female
Worlds 2013,Worlds Warsaw A,Wodzislaw Kicinski,72.55555556,Unknown
Worlds 2013,Worlds Vienna C,Andreas Prischl,72.44444444,Male
Worlds 2013,Worlds Vienna C,Madlen Stottmeyer,72.33333333,Female
Worlds 2013,Worlds Vienna B,Christoph Jäger,73,Male
Worlds 2013,Worlds Vienna B,Agnieszka Bibro,72.55555556,Female
Worlds 2013,Worlds Vienna A,Stefan Zweiker,73.33333333,Male
Worlds 2013,Worlds Vienna A,Melanie Sindelar,72.77777778,Female
Worlds 2013,Worlds UC Venezuela A,Arturo Villegas,72.77777778,Male
Worlds 2013,Worlds UC Venezuela A,Andres Avila,72.33333333,Male
Worlds 2013,Worlds La Verne A,Carl Decker,77.66666667,Male
Worlds 2013,Worlds La Verne A,Sam French,76.55555556,Male
Worlds 2013,Worlds Hong Kong A,Jeffrey Wong,77.77777778,Male
Worlds 2013,Worlds Hong Kong A,Chan Jian Kuang Anthony,76.77777778,Male
Worlds 2013,Worlds Hong Kong B,Sue Chen Xi,77.77777778,Female
Worlds 2013,Worlds Hong Kong B,Jocelyn Heng,77.11111111,Female
Worlds 2013,Worlds Hong Kong C,Lai Anthony,75,Unknown
Worlds 2013,Worlds Hong Kong C,Leung Kwun Yat,75,Unknown
Worlds 2013,Worlds Hitotsubashi A,Tomoya Yonaga,72.33333333,Male
Worlds 2013,Worlds Hitotsubashi A,Noritaka Kon,72.22222222,Male
Worlds 2013,Worlds ANU Australia A,Richard Dean Keys,78.66666667,Male
Worlds 2013,Worlds ANU Australia A,Thomas Goldie,78.66666667,Male
Worlds 2013,Worlds NU Singapore A,Robin Teo,80.88888889,Male
Worlds 2013,Worlds NU Singapore A,Imran Rahim,80.22222222,Male
Worlds 2013,Worlds TCD Hist B,Briony Somers,76.44444444,Female
Worlds 2013,Worlds TCD Hist B,Hannah McCarthy,75.77777778,Female
Worlds 2013,Worlds TCD Hist A,John Doody,78.11111111,Male
Worlds 2013,Worlds TCD Hist A,Naoise Dolan,77.66666667,Male
Worlds 2013,Worlds Western (Canada) A,Victoria Hale,74.66666667,Female
Worlds 2013,Worlds Western (Canada) A,Andrew Kinsella,73,Male
Worlds 2013,Worlds Erasmus A,Michael Tai,74.55555556,Male
Worlds 2013,Worlds Erasmus A,Jesse Fest,73.88888889,Male
Worlds 2013,Worlds Pennsylvania A,Ajai Vishwanath,78.22222222,Unknown
Worlds 2013,Worlds Pennsylvania A,Shawn Teo,76.77777778,Male
Worlds 2013,Worlds Pennsylvania B,Melissa Roberts,75.55555556,Female
Worlds 2013,Worlds Pennsylvania B,Anna Tsiotsias,75,Female
Worlds 2013,Worlds Pennsylvania C,Sam Rappaport,77.11111111,Male
Worlds 2013,Worlds Pennsylvania C,Adam Hersh,76.11111111,Male
Worlds 2013,Worlds Groningen A,Henk van Zuilen,78.33333333,Male
Worlds 2013,Worlds Groningen A,Jeroen Dokter,77.77777778,Male
Worlds 2013,Worlds Groningen B,Jeroen Claassens,74.33333333,Male
Worlds 2013,Worlds Groningen B,Joost Janko Kooiman,73.77777778,Male
Worlds 2013,Worlds SolBridge ISB A,Minjae Kim,75.22222222,Unknown
Worlds 2013,Worlds SolBridge ISB A,Juseung Yi,73.66666667,Unknown
Worlds 2013,Worlds Cornell A,Danny Blackman,80,Male
Worlds 2013,Worlds Cornell A,Alex Bores,79.33333333,Male
Worlds 2013,Worlds Cornell B,Ryan Yeh,80.88888889,Male
Worlds 2013,Worlds Cornell B,Kirat Singh,79.44444444,Unknown
Worlds 2013,Worlds Cornell C,Julius Kairey,77.33333333,Male
Worlds 2013,Worlds Cornell C,Srinath Reddy,77.33333333,Unknown
Worlds 2013,Worlds NLU Odisha A,Salmoli Choudhuri,68.55555556,Unknown
Worlds 2013,Worlds NLU Odisha A,Soumitra Subinaya,68.22222222,Female
Worlds 2013,Worlds RTSU Russia A,Sherzod Abdujabborov,70.11111111,Male
Worlds 2013,Worlds RTSU Russia A,Farukh Kuziev,69.77777778,Unknown
Worlds 2013,Worlds Taiwan Wenzao A,Anna Lee,67.66666667,Female
Worlds 2013,Worlds Taiwan Wenzao A,Han-Yuan Tsai,66.77777778,Unknown
Worlds 2013,Worlds Chulalongkorn A,Motoki Luxmiwattana,75.66666667,Male
Worlds 2013,Worlds Chulalongkorn A,Kasif Ahsan,74.66666667,Unknown
Worlds 2013,Worlds Patrick Henry A,John Ehrett,76.44444444,Male
Worlds 2013,Worlds Patrick Henry A,Blake Meadows,76.22222222,Male
Worlds 2013,Worlds NALSAR India A,Priyank Kapadia,73.55555556,Unknown
Worlds 2013,Worlds NALSAR India A,Mirza Saaib Beg,72.88888889,Male
Worlds 2013,Worlds Tilbury House A,Leonard Münstermann,74.77777778,Male
Worlds 2013,Worlds Tilbury House A,Fabian Farkas,74.44444444,Male
Worlds 2013,Worlds Stuttgart A,Sven Moritz Hein,73.22222222,Male
Worlds 2013,Worlds Stuttgart A,Felix Bender,72.88888889,Male
Worlds 2013,Worlds Stuttgart B,Karsten Beismann,72.44444444,Male
Worlds 2013,Worlds Stuttgart B,Lutz Grossmann,71.77777778,Male
Worlds 2013,Worlds PUC Chile A,Paulina Valenzuela,74.22222222,Female
Worlds 2013,Worlds PUC Chile A,Valentina Salvatierra,72.44444444,Female
Worlds 2013,Worlds Aberystwyth A,Roberto Sarrionandia,81.88888889,Male
Worlds 2013,Worlds Aberystwyth A,Ollie Newlan,80,Unknown
Worlds 2013,Worlds Kyoto A,Hiroki Yokoyama,70.66666667,Male
Worlds 2013,Worlds Kyoto A,Takuya Tanohata,70.66666667,Male
Worlds 2013,Worlds Sophia Tokyo B,Mitsuru Uemura,69.11111111,Male
Worlds 2013,Worlds Sophia Tokyo B,Masashi Yamasaki,68.66666667,Male
Worlds 2013,Worlds Sophia Tokyo C,Takumi Mimura,69.77777778,Male
Worlds 2013,Worlds Sophia Tokyo C,Azusa Takahashi,68.22222222,Female
Worlds 2013,Worlds Sophia Tokyo A,Risa Kido,67.55555556,Female
Worlds 2013,Worlds Sophia Tokyo A,Tomoyo Matsushita,66.66666667,Female
Worlds 2013,Worlds Beijing UT A,Ge Chen,69.55555556,Unknown
Worlds 2013,Worlds Beijing UT A,Ti Yao,69,Unknown
Worlds 2013,Worlds Odessa A,Tarivierdiieva Elmira,67.77777778,Unknown
Worlds 2013,Worlds Odessa A,Pavel Bogachenko,67.66666667,Male
Worlds 2013,Worlds Tokai A,Haruna Watanabe,61.33333333,Female
Worlds 2013,Worlds Tokai A,Misa Okuyama,59.88888889,Female
Worlds 2013,Worlds Bucharest A,Radu Tiganas,75.33333333,Male
Worlds 2013,Worlds Bucharest A,Serban Pitic,74.11111111,Male
Worlds 2013,Worlds Ateneo Manila B,Paulina Robles,77.22222222,Female
Worlds 2013,Worlds Ateneo Manila B,Bas Claudio,77,Male
Worlds 2013,Worlds Ateneo Manila A,Allan Arthur Cabrera,80.22222222,Male
Worlds 2013,Worlds Ateneo Manila A,Daryl Isla,80,Male
Worlds 2013,Worlds St John's A,Alia'a Haruun,72.88888889,Unknown
Worlds 2013,Worlds St John's A,Catarina Goncalves,72.22222222,Female
Worlds 2013,Worlds UNBC A,Imogene McDonald,70.55555556,Female
Worlds 2013,Worlds UNBC A,Dale Watt,69.44444444,Male
Worlds 2013,Worlds Monash A,Chris Bisset,84.88888889,Male
Worlds 2013,Worlds Monash A,Madeline Schultz,84.33333333,Female
Worlds 2013,Worlds Monash B,Nita Rao,82.88888889,Female
Worlds 2013,Worlds Monash B,James Beavis,82.22222222,Male
Worlds 2013,Worlds Monash C,Nicole Franklin,79.66666667,Female
Worlds 2013,Worlds Monash C,Stephen Moore,79,Male
Worlds 2013,Worlds PUC Perú A,Elody Guadalupe Malpartida Zamora,72.55555556,Female
Worlds 2013,Worlds PUC Perú A,Aldo Renato Cisneros Jirón,69.88888889,Male
Worlds 2013,Worlds HU Jerusalem A,Shira Blumer,73.77777778,Female
Worlds 2013,Worlds HU Jerusalem A,Hagai Wygoda,73.33333333,Male
Worlds 2013,Worlds Yokohama A,Yuichi Nobira,65.33333333,Male
Worlds 2013,Worlds Yokohama A,Kyoichi Fujita,63.11111111,Male
Worlds 2013,Worlds IIT Bombay A,Vaibhav Pittie,75.77777778,Unknown
Worlds 2013,Worlds IIT Bombay A,Saransh Garg,75.66666667,Unknown
Worlds 2013,Worlds Keio A,Shotaro Nakano,70,Male
Worlds 2013,Worlds Keio A,Hiroki Taya,67.11111111,Male
Worlds 2013,Worlds Lupane SU A,Thabo Arthur Dube,72.77777778,Unknown
Worlds 2013,Worlds Lupane SU A,Chelesile Mercy Ndlovu,72.11111111,Unknown
Worlds 2013,Worlds Moscow SUIR A,Nikolay Gryzunov,73.88888889,Male
Worlds 2013,Worlds Moscow SUIR A,Anastasiia Kravtcova,72.22222222,Female
Worlds 2013,Worlds Macquarie A,Lachlan Umbers,79.44444444,Male
Worlds 2013,Worlds Macquarie A,Daniel Dummer,77.77777778,Male
Worlds 2013,Worlds Utrecht B,Nickey Smits,71.66666667,Unknown
Worlds 2013,Worlds Utrecht B,Renee Kooger,70.44444444,Female
Worlds 2013,Worlds Macquarie C,Ryan Thalari,75.33333333,Male
Worlds 2013,Worlds Macquarie C,Sam Bradshaw,75.11111111,Male
Worlds 2013,Worlds Macquarie B,Anna Kosmynina,75.11111111,Female
Worlds 2013,Worlds Macquarie B,Sarah Dagg,73.33333333,Female
Worlds 2013,Worlds Keio C,Yasuko Mori,70.33333333,Female
Worlds 2013,Worlds Keio C,Kazuma Kobatake,70.22222222,Male
Worlds 2013,Worlds LSE C,Rachael Quah,77.22222222,Female
Worlds 2013,Worlds LSE C,Samantha Si,75.66666667,Female
Worlds 2013,Worlds LSE B,Ariela Silberstein,77,Female
Worlds 2013,Worlds LSE B,Vanessa Lim,76.88888889,Female
Worlds 2013,Worlds LSE A,Jonathan Kay,78.33333333,Male
Worlds 2013,Worlds LSE A,Yuan Yang,78.11111111,Unknown
Worlds 2013,Worlds CU Budapest A,Zsofia Muranyi,72.77777778,Unknown
Worlds 2013,Worlds CU Budapest A,Timea Klebercz,71.66666667,Unknown
Worlds 2013,Worlds Royal Holloway A,Guy Doza,72.44444444,Male
Worlds 2013,Worlds Royal Holloway A,Andrej Zukov Gregoric,72.44444444,Male
Worlds 2013,Worlds Queensland C,Thomas Ashby,81.22222222,Male
Worlds 2013,Worlds Queensland C,Helena Obermair,80.22222222,Female
Worlds 2013,Worlds Monash Sunway A,Jon Silendra,70.77777778,Male
Worlds 2013,Worlds Monash Sunway A,Rebekah Ritchie,70.66666667,Female
Worlds 2013,Worlds Fordham A,Julia Burd,76.44444444,Female
Worlds 2013,Worlds Fordham A,Andrew Flook,76.11111111,Male
Worlds 2013,Worlds Kent A,Oscar Gibbon,76.11111111,Male
Worlds 2013,Worlds Kent A,Fiona Brittle,75.55555556,Female
Worlds 2013,Worlds Swarthmore B,Andrew Waks,80.33333333,Male
Worlds 2013,Worlds Swarthmore B,Adam Rosenberg,78.33333333,Male
Worlds 2013,Worlds BRAC Bangladesh A,Ratib Mortuza Ali,74.88888889,Unknown
Worlds 2013,Worlds BRAC Bangladesh A,Aaqib Farhan Hossain,74.88888889,Unknown
Worlds 2013,Worlds Swarthmore A,David Mok-Lamme,76.44444444,Male
Worlds 2013,Worlds Swarthmore A,Jennifer Koch,75.77777778,Female
Worlds 2013,Worlds IIU Malaysia A,Arinah Najwa Ahmad Said,79.11111111,Unknown
Worlds 2013,Worlds IIU Malaysia A,Syed Saddiq Syed Abdul Rahman,78.88888889,Male
Worlds 2013,Worlds Birmingham A,Andrew Green,77.55555556,Male
Worlds 2013,Worlds Birmingham A,James Bowker,76.66666667,Male
Worlds 2013,Worlds Botswana AC A,Edward Johnson,73.55555556,Male
Worlds 2013,Worlds Botswana AC A,Stephen Adom,73,Male
Worlds 2013,Worlds Indonesia A,Riza Aryani,75.22222222,Male
Worlds 2013,Worlds Indonesia A,Dimas Hokka Pratama Soebekti,74,Male
Worlds 2013,Worlds Colgate A,Alexa Windsor,74.77777778,Female
Worlds 2013,Worlds Colgate A,Jack Holland,73,Male
Worlds 2013,Worlds Colgate B,Sebastian Chan,74.22222222,Male
Worlds 2013,Worlds Colgate B,Javed Narejo,74.11111111,Male
Worlds 2013,Worlds Colgate C,Curt Mahoney,73.77777778,Male
Worlds 2013,Worlds Colgate C,Julia O'Neil,73.66666667,Female
Worlds 2013,Worlds Al. I. Cuza A,Liviu Gajora,73.66666667,Male
Worlds 2013,Worlds Al. I. Cuza A,Horia Ciochina,72.66666667,Male
Worlds 2013,Worlds Bristol B,Krizun Loganathan,76.11111111,Unknown
Worlds 2013,Worlds Bristol B,Megan Stodel,75.77777778,Female
Worlds 2013,Worlds Bristol C,Alex Gladman,74.33333333,Male
Worlds 2013,Worlds Bristol C,Iona Primavera,74.33333333,Female
Worlds 2013,Worlds Bristol A,Alice Coombes-Huntley,80.11111111,Female
Worlds 2013,Worlds Bristol A,Imogen Parkes,78.44444444,Female
Worlds 2013,Worlds Namibia A,Wesele Chikwililwa,73.11111111,Unknown
Worlds 2013,Worlds Namibia A,Carl Pesat,71.44444444,Male
Worlds 2013,Worlds Tsinghua A,Dong Yuwen,71.22222222,Unknown
Worlds 2013,Worlds Tsinghua A,Shengming Zhang,70.22222222,Unknown
Worlds 2013,Worlds Colombo A,Sachintha Dias,76.11111111,Unknown
Worlds 2013,Worlds Colombo A,Shanil Aroshan Wijesinha,75.55555556,Unknown
Worlds 2013,Worlds Moscow IPT A,Alexey Chekmarev,74.33333333,Male
Worlds 2013,Worlds Moscow IPT A,Dmitry Ustinov,74.11111111,Male
Worlds 2013,Worlds Pristina A,Erblin Hoxha,72.33333333,Male
Worlds 2013,Worlds Pristina A,Ardi Shatri,72,Male
Worlds 2013,Worlds BAU Indonesia A,Devi Fitri Yani,70.55555556,Female
Worlds 2013,Worlds BAU Indonesia A,Gideon Satria Putra Sugiyanto,70.33333333,Male
Worlds 2013,Worlds Amherst A,Brendan Burke,76.11111111,Male
Worlds 2013,Worlds Amherst A,Nicholas Bern,74.66666667,Male
Worlds 2013,Worlds Patagonia A,M. Paula García,67.88888889,Unknown
Worlds 2013,Worlds Patagonia A,M. Florencia Freijo,67.22222222,Unknown
