"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"44","Claus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"12/25/1992","Gwennie","Jimoh",1,"SS","01/10/1999",2207,6.2,"Yerkes","A",NA,3,2,4,4,4,1,3,4,5,5,2,5,7,2,7,4,4,3,5,5,6,3,3,6,4,5,1,3,4,1,5,3,5,4,5,2,1,5,1,3,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Clint","471","08/02/2004",78,11,1.7,6.9,3.3,0.4,70,25,34,187,9.2,4.6,137,3.7,98,0.9,6,3.6,38,24,88,121,93,1.5,270,"12/09/2003",109,13,1.5,6.7,3.7,0.3,83,46,34,163,9.6,3.5,141,3.6,98,1.2,9,3,32,29,54,201,106,1.4,280,"7/23/02",110,10,1.2,7.6,3.7,0.3,49,39,39,167,9.2,4.1,140,3.5,98,0.9,8,3.9,32,35,79,265,32,1.9,277,"9/19/01",101,12,1.2,8,4.5,0.2,88,37,41,180,10,3.4,142,3.7,98,1.3,10,3.5,38,23,77,402,40,2.1,281,307,504,237,349.33,-42,155,-112,43,"06/06/1980","Cheri","Walnut",1,"DL","10/04/1997",6329,17.8,"Yerkes","A",3,1,4,6,5,3,1,6,5,2,5,2,2,7,3,6,4,6,5,5,3,3,6,2,7,2,2,5,5,6,1,6,7,7,2,7,2,2,5,1,3,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Columbus","433","09/10/1998",91,51,2.4,8.6,2.5,0.2,133,10,14,309,10.5,3.3,135,4.5,97,0.4,21,6.1,29,28,100,117,65,2,283,"09/03/1997",95,17,1,8.5,2.3,0.3,104,14,17,336,9.2,2.6,140,3.6,100,0.4,17,6.2,NA,NA,101,148,NA,NA,NA,"09/10/1996",94,11,1.1,8.3,2.5,0.4,71,13,19,261,9,2.7,143,2.9,98,0.4,10,5.8,NA,NA,91,131,NA,NA,NA,"9/19/95",95,11,1,7.8,3.3,0.3,73,23,26,189,9.1,2.8,139,3,95,0.7,11,4.5,NA,NA,51,380,NA,NA,NA,357,358,372,362.33,-5,-4,10,44,"10/10/1977","Sonia","Phinneas",1,"WH","11/12/1999",8068,22.7,"Yerkes","A",NA,6,4,3,6,4,6,6,4,5,3,6,4,3,7,3,3,5,4,6,2,2,6,5,5,3,5,3,3,5,5,2,4,3,5,2,6,5,4,5,5,3,2,5,"10/10/1977","Sonia","Phinneas","Yerkes",NA,1,"LP","8/17/97","B",2,4,4,6,NA,2,2,6,NA,2,6,3,3,4,2,4,4,1,2,2,2,5,3,5,4,6,6,2,5,6,2,6,2,3,2,3,3,1,2,4,4,3,4,4,3.5,6,3,5,6,4,3.5,2,4,4,3,6.5,2.5,2.5,NA,3,4.5,2.5,1.5,5,5,3.5,2.5,4,4.5,4.5,5,5.5,2.5,4,3.5,4,2,4,4,3,5.5,4.5,2.5,NA,4.5
"47","Conan","521","1/14/04",108,10,1.1,6.9,3.8,0.2,86,40,32,200,9.6,3.3,144,3.5,103,1.2,9,3.1,34,27,54,321,25,1.8,284,"1/29/03",98,9,1.3,6.9,3.9,0.2,106,40,26,203,9.3,5,142,3.2,105,1.3,7,3,36,22,94,218,30,1.7,279,"01/09/2002",96,10,1.1,7.1,4,0.2,109,34,29,179,8.1,2.7,144,4,106,1.3,9,3.1,35,22,121,232,34,1.9,284,"2/21/01",112,9,1.3,7,3.9,0.2,115,46,30,175,9.3,2.9,146,3.5,105,1.3,7,3.1,34,17,108,276,49,1.5,288,322,385,350,352.33,-30,33,-2,45,"01/03/1986","Mai","Walnut",1,"MW","7/15/01",5672,15.9,"Yerkes","A",2,2,6,5,2,5,2,4,4,2,5,2,3,4,1,4,5,2,4,2,4,4,4,2,3,3,2,4,5,5,2,4,2,4,4,3,2,2,5,5,2,4,2,6,"01/03/1986","Mai","Walnut","Yerkes",2,1,"WH","8/13/97","B",3,1,4,5,5,4,5,4,4,4,4,4,4,5,3,4,3,3,4,4,5,3,6,3,3,4,5,2,3,4,3,4,5,4,5,3,4,4,3,4,4,5,5,3.5,4.5,3,4.5,1.5,4,4,2.5,4.5,3.5,3.5,4,3,4,4.5,3.5,3.5,3,3.5,3.5,4.5,2.5,3,4,4,4,4.5,4,3,4,2.5,3.5,4,2.5,3.5,3.5,4,5,3.5,4,3,5
"48","Cynthia","558","4/15/04",75,9,0.6,8.8,3.9,0.2,98,26,20,164,9.5,2.8,144,3.2,98,0.8,15,4.9,24,29,148,175,31,1.7,281,"06/10/2003",86,8,0.7,9.1,3.8,0.1,116,27,15,187,9.4,1.7,143,3.3,105,0.7,11,5.3,17,25,102,132,26,1.6,280,"5/23/02",76,10,0.7,8.7,3.9,0.2,93,24,19,181,9.9,28,141,3.2,101,0.8,14,4,19,29,177,194,33,1.7,276,"03/12/2001",93,7,1,9.2,4,0.2,97,31,23,198,10.1,2.2,140,3.3,103,0.8,7,5.2,11,23,114,417,33,1.8,274,437,383,310,376.67,60,6,-67,46,"06/07/1980","Beleka","Iyk",0,"SS","1/13/99",6794,19.1,"Yerkes","B",NA,2,2,5,6,6,1,2,7,2,6,2,6,3,2,4,6,4,1,1,6,5,1,2,5,4,2,2,6,5,2,6,1,6,5,4,1,2,6,5,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Daisey","650","04/08/2004",131,12,0.7,7.5,3.7,0.1,59,26,9,186,9.5,2.7,142,4.4,107,1,17,3.8,23,24,79,60,16,2.2,284,"5/30/03",110,11,0.6,7.2,3.4,0.1,50,22,9,190,8.9,3.8,143,3.9,105,0.9,18,3.8,5,24,87,54,16,1.9,283,"06/12/2002",98,14,0.7,7.9,3.8,0.1,53,21,12,159,9.6,3.2,138,3.8,105,0.9,20,4.1,8,25,102,275,20,1.9,274,"06/11/2001",97,16,1.1,7.9,3.6,0.2,73,27,15,185,9.1,3.8,138,3.8,106,0.8,15,4.3,20,18,136,225,17,2.1,275,366,352,314,344,22,8,-30,47,"10/01/1989","Tai","Phinneas",0,"SS","1/16/99",3394,9.5,"Yerkes","B",NA,5,5,4,2,3,2,7,5,5,3,5,1,3,3,4,2,6,5,5,3,3,5,5,2,2,4,6,4,5,4,2,5,3,2,2,4,5,3,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Dara","624","3/17/03",87,11,1.2,7.5,3.7,0.2,131,23,9,163,9.7,2.8,135,3.9,106,1,9,3.8,31,29,55,93,21,1.5,267,"5/13/02",93,10,1.1,7.3,3.8,0.2,140,19,12,138,9.7,2.7,139,3.8,103,1.1,9,3.5,30,27,47,693,21,1.6,274,"3/19/01",108,11,1.1,7.5,3.9,0.2,188,26,17,154,9.8,2.2,140,3.5,107,1.1,10,3.6,30,23,95,137,18,1.4,277,"4/13/00",92,9,0.8,7.2,3.7,0.1,145,22,14,161,8.9,3.5,137,3.7,105,1.1,11,3.5,29,24,33,141,16,1.6,270,340,420,308,356,-16,64,-48,48,"6/16/1988","Leslie","Homer",0,"AH","7/26/01",4788,13.4,"Yerkes","A",11,2,6,6,5,3,2,5,5,3,3,4,3,3,4,4,3,5,5,4,3,3,3,3,3,3,4,5,4,5,3,5,5,4,4,4,3,3,3,2,5,3,4,5,"6/16/1988","Leslie","Homer","Yerkes",11,0,"WH","12/30/98","B",5,NA,1,2,6,6,5,5,4,3,7,4,3,5,6,6,6,4,4,2,2,5,4,5,6,6,2,4,6,4,2,2,2,5,1,2,5,5,5,6,6,2,1,3.5,6,5,3.5,NA,6,5.5,4,4,3,2,3.5,3,5,2.5,5.5,5.5,4.5,2.5,3.5,4,4,4,2,4,5.5,4,5,2.5,4,5.5,5,4.5,4,2.5,2.5,2.5,2,3,3,4,5.5
"51","David","431","7/29/04",96,8,1.2,7.2,3.6,0.2,31,21,22,167,9.1,1.9,144,4.1,104,1,7,3.6,26,18,106,154,12,1.5,284,"8/26/03",88,8,1.3,7.3,3.7,0.3,45,17,17,173,88,2.4,145,4,108,1,6,3.6,18,21,98,250,12,1.5,285,"11/25/02",106,13,1.2,7.2,3.6,0.3,58,33,14,179,9.2,3.1,144,3.7,103,1,11,3.6,24,22,99,145,13,1.5,285,"07/12/2000",106,9,1.4,7.3,3.6,0.3,47,29,29,164,8.5,1.7,142,3.6,105,1,6,3.7,15,19,119,45,15,1.3,280,866,274,338,492.67,373,-219,-155,49,"6/27/1977","Flora","Hal",1,"MW","7/15/01",8784,24.7,"Yerkes","A",2,5,3,3,5,5,2,4,3,2,5,2,5,3,2,4,4,2,3,2,4,3,5,3,5,3,3,3,5,5,2,5,2,4,3,4,2,2,5,2,2,3,2,5,"6/27/1977","Flora","Hal","Yerkes",2,1,"SS","1/14/99","B",6,7,2,6,4,6,4,3,4,2,4,6,4,6,5,4,2,2,2,2,5,7,4,3,4,3,3,2,2,4,4,3,5,3,5,2,2,2,5,5,5,6,6,4.5,4,4,3.5,4.5,4,4,4,3.5,3.5,3.5,4.5,4,5,3,3,4,2,3,2.5,5.5,5,5,4,3.5,3,4.5,4,2.5,4.5,3,3,3,3,3.5,4,4.5,2.5,4,2.5,3,4.5
"52","Debbie","638","11/17/99",104,16,1.3,7.1,3.8,0.2,84,24,15,202,9.2,3,141,4,99,1.2,12,3.3,52,18,123,81,23,1.9,281,"08/05/1998",95,19,1.3,7,3.8,0.2,144,24,14,201,9.5,4.3,132,3.7,98,1.2,15,3.2,41,19,77,133,22,1.9,264,"8/20/96",76,17,0.9,7,3.6,0.4,351,26,13,199,9.7,5.6,141,4.2,102,1.1,19,3.4,NA,NA,86,266,NA,NA,NA,"8/21/95",94,20,0.8,6.6,3.6,0.4,455,29,12,195,9.3,5.2,140,4.1,102,1.2,25,3,NA,NA,69,151,NA,NA,NA,365,715,469,516.33,-151,199,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Dobbs","273","5/31/00",96,18,1.3,8.1,3.3,0.2,103,63,51,239,8.5,4.2,137,3,89,0.7,14,4.8,12,23,85,350,42,2.3,272,"6/24/99",109,17,1.4,8.4,3.2,0.2,110,71,37,212,9.1,3.5,141,3.3,98,0.6,12,5.2,32,31,59,259,76,2.1,281,"6/26/98",103,14,1,7.1,3,0.1,85,37,26,166,8.2,3.7,139,3,97,0.7,14,4.1,41,25,45,118,26,1.5,275,"03/10/1997",144,16,12,7.3,3,0.4,74,36,22,158,8.6,2.4,138,3.1,98,0.7,13,4.3,NA,NA,57,166,NA,NA,NA,473,363,342,392.67,80,-30,-51,50,"01/01/1961","","",1,"MW","7/15/01",14805,41.6,"Yerkes","A",2,1,7,5,2,2,2,5,5,5,2,1,2,2,6,3,2,6,7,5,2,1,6,6,2,1,1,6,5,6,5,2,6,5,3,2,2,6,2,2,5,3,2,6,"01/01/1961","","","Yerkes",2,1,"WH","8/28/97","B",2,5,2,6,2,1,4,4,2,6,4,1,2,1,1,6,3,2,4,3,6,4,5,6,2,3,6,3,2,4,3,6,5,3,5,4,3,2,2,3,6,5,5,2.5,5.5,3,3,3.5,4.5,4,3.5,2,3.5,2,1.5,6,2,2.5,4,4,4,3,1.5,3.5,5,2,3,3,4.5,4.5,6,5.5,2,4,4,3,2.5,3.5,5.5,2.5,4,5,4.5,2,6
"54","Dona","658","7/29/04",94,11,0.9,7.6,4.1,0.2,126,29,19,179,9.8,4,141,4.1,102,1.2,12,3.5,34,34,169,366,48,1.8,279,"5/29/03",95,9,0.8,7.7,4.2,0.1,121,26,15,188,9.2,2.4,140,4,101,1.2,11,3.5,29,35,111,305,28,1.8,376,"5/16/02",81,10,0.9,7.4,3.8,0.1,103,23,12,215,9.6,3.6,142,3.6,99,1.1,11,3.6,28,29,122,117,30,2,279,"2/26/01",89,11,0.9,7.3,4.1,0.2,134,31,15,200,9.7,3.8,138,4.4,101,1.3,12,3.2,33,19,152,104,19,1.9,274,444,378,427,416.33,28,-38,11,51,"04/03/1990","Peony","Walnut",0,"LP","06/11/2000",3722,10.5,"Yerkes","B",NA,4,2,2,5,4,2,4,3,2,6,5,5,3,5,3,5,3,3,4,6,6,4,2,3,6,6,2,2,6,2,6,3,6,5,2,1,2,6,4,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Donald","551","5/26/04",87,11,0.8,7.7,3.6,0.2,68,21,20,161,10,2.3,137,4,104,0.9,14,4.1,16,32,81,317,21,1.9,271,"11/06/2003",106,13,1.1,8.6,3.9,0.2,86,27,28,224,9.2,2.2,142,3.9,101,0.8,12,4.7,17,36,112,518,27,1.6,282,"10/22/02",104,12,1,7.9,3.8,0.3,121,28,36,197,9,2.8,143,3.8,104,0.9,12,4.1,19,35,129,691,17,1.7,283,"11/09/2001",106,11,1.4,7.6,4,0.2,105,29,26,195,8.9,3.5,143,3.9,98,1.1,8,3.6,19,25,108,399,24,1.7,283,347,380,202,309.67,37,70,-108,52,"10/15/1987","Reba","Jimoh",1,"WH","7/15/01",5022,14.1,"Yerkes","A",4,2,4,4,2,2,4,4,5,6,4,4,2,5,6,4,2,5,4,5,4,3,6,5,5,2,4,4,3,2,5,2,6,4,4,3,4,5,3,2,6,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Dover","645","5/20/03",80,16,1.1,7.9,1.8,0.4,278,61,33,156,10.2,2.8,139,4.6,112,0.3,15,6.1,31,50,112,616,32,1.7,277,"05/01/2002",72,14,1.2,7.5,4,0.2,568,39,17,143,9.9,3.2,146,4.2,105,1.1,12,3.5,28,42,107,179,22,1.7,288,"3/19/01",100,19,0.8,6.9,3.9,0.2,782,43,22,173,10.3,3.9,141,4,102,1.3,24,3,23,18,57,252,17,1.8,282,"3/21/00",98,14,0.9,6.4,3.8,0.2,909,51,22,200,10.2,4.2,138,3.5,99,1.5,16,2.6,4,15,83,276,24,1.7,274,363,408,384,385,-22,23,-1,53,"2/25/1994","Cissie","Homer",1,"JF","02/10/1999",1811,5.1,"Yerkes","B",NA,4,1,2,2,4,1,2,5,5,6,2,3,7,1,7,2,1,1,2,4,5,5,5,6,6,6,1,5,4,1,5,1,4,2,4,2,3,6,1,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Drew","629","05/05/2004",66,13,1,7.2,4,0.3,93,43,39,187,9.2,3.2,144,3.7,102,1.3,13,3.2,30,27,40,804,20,1.8,283,"07/10/2003",93,12,1.2,7.4,4.2,0.3,126,36,44,205,8.9,3.7,143,3.8,102,1.3,10,3.2,27,29,66,1269,19,1.9,283,"7/30/02",76,11,1.3,7.6,4,0.3,192,42,36,185,9.4,4,140,3.8,100,1.1,8,3.6,25,28,107,970,23,2,276,"7/27/00",119,13,1.1,7.4,3.7,0.1,527,49,29,198,8.7,4,135,3.5,97,1,12,3.7,22,16,59,352,19,1.9,269,733,345,300,459.33,274,-114,-159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Duff","591","10/11/2004",77,11,0.9,7.4,3.9,0.2,65,43,29,155,9.6,5.2,142,3.3,99,1.1,12,3.5,40,35,51,421,32,2.1,278,"7/21/03",80,9,0.9,7.5,4,0.4,120,33,32,133,9.4,3.1,141,3.6,102,1.1,10,3.5,34,36,102,332,27,1.8,277,"12/26/02",79,10,1.2,7,3.7,0.2,119,28,22,151,9.7,3.4,140,3.8,101,1.1,8,3.3,39,33,55,389,23,1.8,275,"9/25/01",73,11,1.3,7.4,3.6,0.2,156,45,41,155,10.6,3.9,136,4,100,0.9,8,3.8,34,30,48,942,36,1.9,268,457,207,448,370.67,86,-164,77,54,"02/08/1990","Lena","Clint",1,"MW","7/15/01",4175,11.7,"Yerkes","A",2,2,5,5,3,2,7,5,6,5,3,3,2,2,3,6,4,4,6,5,3,2,6,6,4,3,3,6,2,3,3,3,5,3,5,2,3,6,3,2,6,3,2,2,"02/08/1990","Lena","Clint","Yerkes",2,1,"AH","7/30/01","B",6,7,2,4,5,5,2,2,4,3,3,3,3,4,5,5,3,3,2,4,2,5,2,3,3,5,3,3,5,3,2,4,5,3,3,3,4,4,2,4,4,5,6,2,4.5,2.5,2,7,4,5,5.5,3.5,2.5,2,2.5,3.5,5.5,4,4.5,5.5,4.5,3,2.5,5,5.5,3,3,2.5,5.5,2.5,3,3.5,3,4,3,4,2.5,4,5.5,2.5,2.5,6,3,3,3.5
"59","Duncan","295","12/15/04",144,11,1.2,7.9,3.6,0.2,77,40,28,204,10.3,2.9,145,3.5,98,0.8,9,4.3,25,24,167,579,23,1.8,288,"12/23/03",95,12,1,75,3.5,0.2,72,46,22,184,9.5,2.9,139,3.5,98,0.9,12,4,32,19,146,329,16,1.8,275,"12/06/2002",91,15,1.1,7.7,3.5,0.2,69,32,25,185,9.1,2.6,142,3.6,99,0.8,14,4.2,33,24,160,295,20,2.1,281,"12/21/01",83,13,1.2,7.8,3.6,0.3,88,33,23,177,9,1.5,141,3.7,99,0.9,11,4.2,36,24,155,400,21,1.8,278,350,382,358,363.33,-13,19,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
