location,ID,Folder,Image_name,Repeat measure?,Year taken,DOB,Age at photo,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G
Bastrop,Michon,,,,,,,0,,,,4,"360, 235","349, 649","281, 295","432, 297","140, 327","536, 344","354, 549"
Bastrop,Xena,,,,,,,0,,,,21,"334, 184","350, 641","259, 251","410, 248","113, 282","577, 287","324, 558"
Bastrop,Alpha,,,,,,,0,,,,20,"364, 182","362, 634","282, 252","446, 253","147, 310","556, 310","365, 511"
Bastrop,Gremlin,,,,,,,1,,,,9,"291, 243","272, 642","223, 288","369, 282","116, 320","464, 318","278, 536"
Bastrop,Bo2,,,,,,,1,,,,17,"287, 236","290, 655","213, 281","369, 279","80, 326","526, 303","280, 546"
Bastrop,Samson,,,,,,,1,,,,80,"275, 247","283, 623","209, 293","354, 293","85, 322","484, 317","275, 546"
Bastrop,Kampani,,,,,,,0,,,,10,"308, 250","309, 653","234, 303","385, 305","105, 331","520, 324","308, 579"
Bastrop,Mahsho,,,,,,,1,,,,78,"284, 240","280, 640","220, 292","348, 293","112, 335","474, 331","269, 554"
Bastrop,Cheopi,,,,,,,0,,,,12,"395, 206","405, 620","302, 261","478, 261","155, 329","590, 349","402, 508"
Bastrop,Maishpa,,,,,,,0,,,,5,"348, 216","347, 636","274, 258","421, 262","148, 320","522, 316","342, 528"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,DO NOT USE,,,,,,,,,,,,DO NOT USE,,,,,,
,Maishpa,,,,,,,0,,,,,"317, 254","316, 635","252, 303","393, 302","140, 332","504, 303","311, 553"
,Magic,,,,,,,1,,,,,"294, 227","302, 633","336, 286","362, 286","120, 315","476, 319","308, 538"
,Gage,,,,,,,1,,,,,"358, 193","353, 641","275, 259","428, 624","160, 291","569, 311","354, 530"
,Kiht,,,,,,,0,,,,,"311, 236","312, 644","241, 303","388, 302","133, 335","511, 383","308, 545"
