,location,ID,Folder,Image_name,Repeat.measure.,Year.taken,DOB,Age.at.photo,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G,,
299,Bastrop,Marcus,,,,NA,,NA,1,,,1.662347,,"313, 241","333, 626","251, 292","382, 288","121, 320","510, 318","327, 516",,
300,Bastrop,Mahsho,,,,NA,,NA,1,,,1.397458,,"298, 225","299, 622","235, 271","363, 273","121, 313","473, 313","288, 521",,
301,Bastrop,Magic,,,,NA,,NA,1,,,1.502888,,"296, 225","303, 632","236, 287","362, 288","116, 318","498, 319","301, 540",,
302,Bastrop,Lyle,,,,NA,,NA,1,,,1.517398,,"295, 238","299, 628","232, 296","357, 299","112, 323","483, 330","295, 537",,
303,Bastrop,Kuhta,,,,NA,,NA,1,,,1.36967,,"307, 265","288, 647","240, 314","368, 320","135, 338","485, 341","289, 564",,
304,Bastrop,Kudzu,,,,NA,,NA,1,,,1.289632,,"285, 243","290, 637","218, 286","350, 285","121, 308","452, 327","290, 541",,
305,Bastrop,Keno,,,,NA,,NA,1,,,1.665153,"droopy lip, not much chin","319, 288","314, 640","247, 328","380, 330","121, 342","522, 356","310, 566",,
306,Bastrop,Kalioni,,,,NA,,NA,1,,,1.378609,,"270, 273","277, 630","209, 323","330, 319","111, 338","437, 339","276, 552",,
307,Bastrop,Huhni,,,,NA,,NA,1,,,1.269784,,"295, 220","291, 629","230, 268","359, 268","119, 286","472, 286","292, 546",,
308,Bastrop,Gremlin,,,,NA,,NA,1,,,1.297349,,"278, 244","270, 639","215, 298","355, 296","132, 339","448, 337","267, 539",,
309,Bastrop,Gage,,,,NA,,NA,1,,,1.57551,,"358, 201","354, 640","279, 258","434, 260","141, 300","578, 307","354, 533",,
310,Bastrop,Ehsto,,,,NA,,NA,1,,,1.830986,,"332, 227","325, 624","263, 285","401, 285","140, 314","530, 305","326, 498",,
311,Bastrop,Cordova,,,,NA,,NA,1,,,1.761379,,"277, 204","294, 612","196, 268","345, 267","92, 306","482, 320","283, 487",,
312,Bastrop,Chester,,,,NA,,NA,1,,,1.390126,,"313, 253","315, 634","244, 302","382, 296","142, 320","498, 324","319, 547",,
313,Bastrop,Cesar,,,,NA,,NA,1,,,1.324118,,"290, 264","275, 647","220, 318","306, 323","111, 339","456, 348","273, 573",,
314,Bastrop,Bo2,,,,NA,,NA,1,,,1.595331,,"229, 239","320, 638","223, 305","371, 305","94, 325","504, 323","296, 562",,
315,Bastrop,Billy,,,,NA,,NA,1,,,1.415445,,"334, 211","340, 626","266, 269","404, 266","153, 295","529, 291","337, 529",,
316,Bastrop,Bahn,,,,NA,,NA,1,,,1.666667,,"317, 241","320, 634","239, 301","385, 301","135, 333","515, 326","312, 529",,
317,Bastrop,Austin,,,,NA,,NA,1,,,1.443333,,"317, 246","295, 643","246, 296","390, 306","133, 325","532, 339","290, 561",,
318,Bastrop,Alex,,,,NA,,NA,1,,,1.280845,,"285, 215","280, 630","217, 266","358, 272","112, 297","464, 310","283, 538",,
319,Bastrop,Alpha,,,,NA,,NA,0,,,1.36259,,"319, 240","313, 630","250, 286","396, 285","151, 308","502, 321","311, 542",,
320,Bastrop,Angie,,,,NA,,NA,0,,,1.466821,,"305, 238","393, 628","243, 290","366, 294","121, 339","478, 358","291, 529",,
321,Bastrop,Ann,,,,NA,,NA,0,,,1.580666,,"312, 268","317, 642","251, 321","369, 319","147, 345","491, 354","310, 534",,
322,Bastrop,April,,,,NA,,NA,0,,,1.369839,,"327, 246","322, 646","252, 300","405, 307","157, 326","501, 336","321, 547",,
323,Bastrop,Bashful,,,,NA,,NA,0,,,1.471426,,"328, 256","324, 646","256, 314","400, 312","145, 341","499, 339","323, 551",,
324,Bastrop,Becca,,,,NA,,NA,0,,,1.499975,,"303, 265","301, 638","234, 311","371, 309","120, 333","489, 341","296, 553",,
325,Bastrop,Beta,,,,NA,,NA,0,,,1.567347,,"372, 197","380, 636","293, 262","447, 262","173, 318","557, 335","374, 507",,
326,Bastrop,Betty,,,,NA,,NA,0,,,1.406688,,"328, 206","348, 623","253, 273","404, 274","159, 334","500, 368","336, 515",,
327,Bastrop,Bischk,,,,NA,,NA,0,,,1.329604,,"229, 245","289, 646","226, 301","364, 304","123, 324","475, 342","288, 564",,
328,Bastrop,Cheopi,,,,NA,,NA,0,,,1.49868,,"329, 230","309, 626","246, 279","404, 290","132, 329","518, 340","312, 526",,
329,Bastrop,Dahpi,,,,NA,,NA,0,,,1.32719,,"281, 266","257, 641","218, 312","344, 319","122, 329","464, 344","259, 564",,
330,Bastrop,Eesha,,,,NA,,NA,0,,,1.67914,,"316, 241","306, 628","244, 299","391, 303","132, 330","513, 340","308, 521",,
331,Bastrop,Eniga,,,,NA,,NA,0,,,1.592157,,"327, 246","317, 652","257, 303","411, 303","130, 342","536, 353","318, 558",,
332,Bastrop,Hannah,,,,NA,,NA,0,,,1.728084,,"291, 242","300, 631","221, 290","361, 292","100, 335","490, 331","297, 513",,
333,Bastrop,Hodari,,,,NA,,NA,0,,,1.3848,,"252, 234","273, 640","196, 304","333, 301","93, 334","452, 324","268, 558",,
334,Bastrop,Jana,,,,NA,,NA,0,,,1.655295,,"304, 282","312, 634","246, 337","374, 336","118, 371","491, 368","309, 560",,
335,Bastrop,Jane,,,,NA,,NA,0,,,1.334297,,"324, 203","320, 637","247, 269","396, 273","130, 304","500, 316","318, 544",,
336,Bastrop,Jessie,,,,NA,,NA,0,,,1.419904,,"297, 249","289, 643","233, 300","359, 299","122, 323","474, 328","291, 546",,
337,Bastrop,Judy,,,,NA,,NA,0,,,1.44206,,"333, 232","356, 641","271, 297","406, 297","165, 329","501, 315","346, 530",,
338,Bastrop,Junie,,,,NA,,NA,0,,,1.248033,,"399, 257","300, 626","235, 311","365, 316","141, 334","450, 349","296, 557",,
339,Bastrop,Kampani,,,,NA,,NA,0,,,1.469161,,"293, 253","284, 631","222, 300","362, 305","110, 324","474, 336","281, 543",,
340,Bastrop,Kaya,,,,NA,,NA,0,,,1.346754,,"290, 291","286, 658","223, 339","360, 340","124, 355","448, 363","284, 579",,
341,Bastrop,Kiht,,,,NA,,NA,0,,,1.589257,,"313, 241","306, 642","240, 303","385, 301","124, 322","517, 332","305, 546",,
342,Bastrop,Lexus,,,,NA,,NA,0,,,1.415663,,"322, 223","300, 632","245, 270","388, 277","129, 314","500, 331","302, 526",,
343,Bastrop,Lulu,,,,NA,,NA,0,,,1.368674,,"318, 249","318, 647","251, 295","391, 300","146, 334","501, 343","320, 551",,
344,Bastrop,Mae,,,,NA,,NA,0,,,1.354589,,"341, 242","336, 654","268, 296","414, 298","176, 336","526, 332","331, 553",,
345,Bastrop,Maishpa,,,,NA,,NA,0,,,1.428571,,"314, 255","322, 636","252, 303","390, 303","143, 339","503, 351","312, 555",,
346,Bastrop,Melissa,,,,NA,,NA,0,,,1.589042,,"287, 242","266, 640","227, 304","356, 301","113, 337","472, 338","261, 524",,
347,Bastrop,Michon,,,,NA,,NA,0,,,1.370157,,"317, 243","322, 649","242, 306","391, 301","137, 338","503, 325","318, 565",,
348,Bastrop,Monique,,,,NA,,NA,0,,,1.466233,,"310, 274","301, 643","240, 324","389, 325","135, 345","491, 363","300, 566",,
349,Bastrop,Muffin,,,,NA,,NA,0,,,1.237822,,"299, 254","303, 642","227, 312","369, 310","149, 341","469, 339","295, 568",,
350,Bastrop,Nahja,,,,NA,,NA,0,,,1.589986,,"329, 250","324, 627","256, 301","398, 308","129, 317","529, 333","322, 544",,
351,Bastrop,Nina,,,,NA,,NA,0,,,1.298933,,"271, 252","284, 648","202, 313","350, 312","112, 351","445, 340","276, 568",,
352,Bastrop,Oki,,,,NA,,NA,0,,,1.688926,,"324, 258","309, 646","246, 321","393, 325","121, 330","513, 341","311, 548",,
353,Bastrop,Pahstihl,,,,NA,,NA,0,,,1.638956,,"314, 255","335, 638","251, 316","385, 314","141, 345","509, 341","324, 536",,
354,Bastrop,Pepper,,,,NA,,NA,0,,,1.22752,,"305, 246","229, 644","235, 295","365, 297","151, 315","461, 334","290, 547",,
355,Bastrop,Sindee,,,,NA,,NA,0,,,1.446126,,"323, 249","317, 641","245, 294","402, 301","131, 315","509, 328","319, 550",,
356,Bastrop,Sophie2,,,,NA,,NA,0,,,1.334346,,"303, 227","304, 634","242, 299","376, 305","145, 336","491, 344","297, 554",,
357,Bastrop,Taffy,,,,NA,,NA,0,,,1.459574,,"303, 252","312, 637","229, 303","377, 306","120, 333","496, 322","310, 558",,
358,Bastrop,Tanya,,,,NA,,NA,0,,,1.419469,,"321, 354","326, 644","249, 303","396, 300","146, 343","505, 326","318, 551",,
359,Bastrop,Tasha,,,,NA,,NA,0,,,1.591871,,"286, 256","283, 628","219, 307","361, 301","105, 329","495, 334","281, 539",,
360,Bastrop,Tina,,,,NA,,NA,0,,,1.557938,,"305, 244","305, 637","235, 293","386, 295","131, 333","500, 352","302, 528",,
361,Bastrop,Tuppence,,,,NA,,NA,0,,,1.331967,,"341, 259","358, 641","280, 312","411, 312","168, 357","493, 360","354, 556",,
362,Bastrop,Xena,,,,NA,,NA,0,,,1.52798,,"321, 242","331, 635","248, 297","393, 295","127, 338","526, 329","323, 554",,
363,Bastrop,Magic,,,,NA,,NA,1,,,,redo,"296, 225","303, 632","236, 287","362, 288","116, 318","498, 319","301, 540",,
364,Bastrop,Gage,,,,NA,,NA,1,,,,redo,"358, 201","354, 640","279, 258","434, 260","141, 300","578, 307","354, 533",,
365,Bastrop,Kiht,,,,NA,,NA,0,,,,redo,"313, 241","306, 642","240, 303","385, 301","124, 322","517, 332","305, 546",,
366,Bastrop,Maishpa,,,,NA,,NA,0,,,,redo,"314, 255","322, 636","252, 303","390, 303","143, 339","503, 351","312, 555",,
367,Bastrop,Chester ,,,,NA,,NA,,,,,redo,X,,,,,,,,
368,Bastrop,Cesar,,,,NA,,NA,,,,,redo,X,,,,,,,,
369,Bastrop,Austin,,,,NA,,NA,1,,,,redo,X,,,,,,,,
370,Bastrop,Dahpi,,,,NA,,NA,0,,,,redo,X,,,,,,,,
371,Bastrop,Taffy,,,,NA,,NA,,,,,redo,X,,,,,,,,
372,Bastrop,Tasha,,,,NA,,NA,,,,,redo,X,,,,,,,,
373,Bastrop,Beta,,,,NA,,NA,0,,,,2,"393, 156","410, 612","311, 225","475, 231","172, 307","587, 297","401, 467",,
374,Bastrop,Punch,,,,NA,,NA,1,,,,66,"304, 239","309, 643","226, 289","388, 286","99, 331","486, 319","302, 545",,
375,Bastrop,Lexus,,,,NA,,NA,0,,,,38,"340, 193","332, 636","266, 248","414, 249","146, 305","538, 315","334, 516",,
376,Bastrop,Austin,,,,NA,,NA,1,,,,9,"336, 283","324, 669","261, 330","414, 331","130, 343","548, 334","329, 598",,
377,Bastrop,Dahpi,,,,NA,,NA,0,,,,12,"303, 232","293, 650","236, 287","375, 286","129, 302","497, 310","290, 555",,
378,Bastrop,Nina,,,,NA,,NA,0,,,,4,"302, 248","296, 659","224, 298","377, 299","119, 315","471, 338","298, 658",,
379,Bastrop,Michon,,,,NA,,NA,0,,,,4,"360, 235","349, 649","281, 295","432, 297","140, 327","536, 344","354, 549",,
380,Bastrop,Xena,,,,NA,,NA,0,,,,21,"334, 184","350, 641","259, 251","410, 248","113, 282","577, 287","324, 558",,
381,Bastrop,Alpha,,,,NA,,NA,0,,,,20,"364, 182","362, 634","282, 252","446, 253","147, 310","556, 310","365, 511",,
382,Bastrop,Gremlin,,,,NA,,NA,1,,,,9,"291, 243","272, 642","223, 288","369, 282","116, 320","464, 318","278, 536",,
383,Bastrop,Bo2,,,,NA,,NA,1,,,,17,"287, 236","290, 655","213, 281","369, 279","80, 326","526, 303","280, 546",,
384,Bastrop,Samson,,,,NA,,NA,1,,,,80,"275, 247","283, 623","209, 293","354, 293","85, 322","484, 317","275, 546",,
385,Bastrop,Kampani,,,,NA,,NA,0,,,,10,"308, 250","309, 653","234, 303","385, 305","105, 331","520, 324","308, 579",,
386,Bastrop,Mahsho,,,,NA,,NA,1,,,,78,"284, 240","280, 640","220, 292","348, 293","112, 335","474, 331","269, 554",,
387,Bastrop,Cheopi,,,,NA,,NA,0,,,,12,"395, 206","405, 620","302, 261","478, 261","155, 329","590, 349","402, 508",,
388,Bastrop,Maishpa,,,,NA,,NA,0,,,,5,"348, 216","347, 636","274, 258","421, 262","148, 320","522, 316","342, 528",,
389,,,,,,NA,,NA,,,,,,,,,,,,,,
390,,,,,,NA,,NA,,,,,,,,,,,,,,
391,,,,,,NA,,NA,,,,,,,,,,,,,,
392,,,,,,NA,,NA,,,,,,,,,,,,,,
393,,,,,,NA,,NA,,,,,,,,,,,,,,
394,,,,,,NA,,NA,,,,,,,,,,,,,,
395,,,,,,NA,,NA,,,,,,,,,,,,,,
396,,,,,,NA,,NA,,,,,,,,,,,,,,
397,,,,,,NA,,NA,,,,,,,,,,,,,,
398,,,,,,NA,,NA,,,,,,,,,,,,,,
399,,DO NOT USE,,,,NA,,NA,,,,,,DO NOT USE,,,,,,,,
400,,Maishpa,,,,NA,,NA,0,,,,,"317, 254","316, 635","252, 303","393, 302","140, 332","504, 303","311, 553",,
401,,Magic,,,,NA,,NA,1,,,,,"294, 227","302, 633","336, 286","362, 286","120, 315","476, 319","308, 538",,
402,,Gage,,,,NA,,NA,1,,,,,"358, 193","353, 641","275, 259","428, 624","160, 291","569, 311","354, 530",,
403,,Kiht,,,,NA,,NA,0,,,,,"311, 236","312, 644","241, 303","388, 302","133, 335","511, 383","308, 545",,
