location,ID,Folder,Image_name,Repeat measure?,Year taken,DOB,Age at photo,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G,lower.face,face.height,lffh
Bastrop,Oscar,,,,,,,1,,,1.469555,,"281, 261","291, 629","221, 315","354, 311","118, 332","475, 332","289, 550",79.0253124,368.1358445,0.214663455
Bastrop,Nowi,,,,,,,1,,,1.372118,,"306, 278","314, 643","247, 327","365, 325","136, 347","483, 347","312, 576",67.0298441,365.0876607,0.183599314
Bastrop,Nahko,,,,,,,1,,,1.441518,,"208, 244","300, 630","241, 288","377, 292","122, 312","485, 320","298, 536",94.02127419,396.8122982,0.236941432
Bastrop,Martin,,,,,,,1,,,1.198775,,"317, 241","319, 627","244, 298","379, 300","153, 324","465, 329","318, 558",69.007246,386.0051813,0.178772849
Bastrop,Marcus,,,,,,,1,,,1.662347,,"313, 241","333, 626","251, 292","382, 288","121, 320","510, 318","327, 516",110.1635148,385.5191305,0.285753692
Bastrop,Mahsho,,,,,,,1,,,1.397458,,"298, 225","299, 622","235, 271","363, 273","121, 313","473, 313","288, 521",101.5972441,397.0012594,0.255911642
Bastrop,Magic,,,,,,,1,,,1.502888,,"296, 225","303, 632","236, 287","362, 288","116, 318","498, 319","301, 540",92.02173656,407.0601921,0.2260642
Bastrop,Lyle,,,,,,,1,,,1.517398,,"295, 238","299, 628","232, 296","357, 299","112, 323","483, 330","295, 537",91.08786966,390.0205123,0.233546357
Bastrop,Kuhta,,,,,,,1,,,1.36967,,"307, 265","288, 647","240, 314","368, 320","135, 338","485, 341","289, 564",83.00602388,382.4722212,0.217024974
Bastrop,Kudzu,,,,,,,1,,,1.289632,,"285, 243","290, 637","218, 286","350, 285","121, 308","452, 327","290, 541",96,394.0317246,0.243635205
Bastrop,Keno,,,,,,,1,,,1.665153,"droopy lip, not much chin","319, 288","314, 640","247, 328","380, 330","121, 342","522, 356","310, 566",74.10802925,352.0355096,0.210512938
Bastrop,Kalioni,,,,,,,1,,,1.378609,,"270, 273","277, 630","209, 323","330, 319","111, 338","437, 339","276, 552",78.00640999,357.0686209,0.218463358
Bastrop,Huhni,,,,,,,1,,,1.269784,,"295, 220","291, 629","230, 268","359, 268","119, 286","472, 286","292, 546",83.00602388,409.0195594,0.202939009
Bastrop,Gremlin,,,,,,,1,,,1.297349,,"278, 244","270, 639","215, 298","355, 296","132, 339","448, 337","267, 539",100.0449899,395.0810044,0.253226525
Bastrop,Gage,,,,,,,1,,,1.57551,,"358, 201","354, 640","279, 258","434, 260","141, 300","578, 307","354, 533",107,439.0182229,0.243725646
Bastrop,Ehsto,,,,,,,1,,,1.830986,,"332, 227","325, 624","263, 285","401, 285","140, 314","530, 305","326, 498",126.0039682,397.0617081,0.317341022
Bastrop,Cordova,,,,,,,1,,,1.761379,,"277, 204","294, 612","196, 268","345, 267","92, 306","482, 320","283, 487",125.4830666,408.3540131,0.307289907
Bastrop,Chester,,,,,,,1,,,1.390126,,"313, 253","315, 634","244, 302","382, 296","142, 320","498, 324","319, 547",87.09190548,381.0052493,0.228584529
Bastrop,Cesar,,,,,,,1,,,1.324118,,"290, 264","275, 647","220, 318","306, 323","111, 339","456, 348","273, 573",74.02702209,383.2936211,0.193133979
Bastrop,Bo2,,,,,,,1,,,1.595331,,"229, 239","320, 638","223, 305","371, 305","94, 325","504, 323","296, 562",79.69943538,409.2456475,0.194747179
Bastrop,Billy,,,,,,,1,,,1.415445,,"334, 211","340, 626","266, 269","404, 266","153, 295","529, 291","337, 529",97.04638066,415.0433712,0.233822264
Bastrop,Bahn,,,,,,,1,,,1.666667,,"317, 241","320, 634","239, 301","385, 301","135, 333","515, 326","312, 529",105.3043209,393.0114502,0.267942119
Bastrop,Austin,,,,,,,1,,,1.443333,,"317, 246","295, 643","246, 296","390, 306","133, 325","532, 339","290, 561",82.15229759,397.6091045,0.206615736
Bastrop,Alex,,,,,,,1,,,1.280845,,"285, 215","280, 630","217, 266","358, 272","112, 297","464, 310","283, 538",92.04890005,415.0301194,0.221788482
Bastrop,Alpha,,,,,,,0,,,1.36259,,"319, 240","313, 630","250, 286","396, 285","151, 308","502, 321","311, 542",88.02272434,390.0461511,0.225672588
Bastrop,Angie,,,,,,,0,,,1.466821,,"305, 238","393, 628","243, 290","366, 294","121, 339","478, 358","291, 529",142.1442929,399.8049524,0.355534097
Bastrop,Ann,,,,,,,0,,,1.580666,,"312, 268","317, 642","251, 321","369, 319","147, 345","491, 354","310, 534",108.2266141,374.033421,0.289350117
Bastrop,April,,,,,,,0,,,1.369839,,"327, 246","322, 646","252, 300","405, 307","157, 326","501, 336","321, 547",99.00505038,400.0312488,0.247493291
Bastrop,Bashful,,,,,,,0,,,1.471426,,"328, 256","324, 646","256, 314","400, 312","145, 341","499, 339","323, 551",95.00526301,390.0205123,0.243590427
Bastrop,Becca,,,,,,,0,,,1.499975,,"303, 265","301, 638","234, 311","371, 309","120, 333","489, 341","296, 553",85.14693183,373.0053619,0.228272675
Bastrop,Beta,,,,,,,0,,,1.567347,,"372, 197","380, 636","293, 262","447, 262","173, 318","557, 335","374, 507",129.1394595,439.0728869,0.294118501
Bastrop,Betty,,,,,,,0,,,1.406688,,"328, 206","348, 623","253, 273","404, 274","159, 334","500, 368","336, 515",108.6646217,417.4793408,0.260287423
Bastrop,Bischk,,,,,,,0,,,1.329604,,"229, 245","289, 646","226, 301","364, 304","123, 324","475, 342","288, 564",82.00609733,405.4639318,0.202252509
Bastrop,Cheopi,,,,,,,0,,,1.49868,,"329, 230","309, 626","246, 279","404, 290","132, 329","518, 340","312, 526",100.0449899,396.5047288,0.252317268
Bastrop,Dahpi,,,,,,,0,,,1.32719,,"281, 266","257, 641","218, 312","344, 319","122, 329","464, 344","259, 564",77.02596965,375.7672152,0.204983209
Bastrop,Eesha,,,,,,,0,,,1.67914,,"316, 241","306, 628","244, 299","391, 303","132, 330","513, 340","308, 521",107.01869,387.1291774,0.276441809
Bastrop,Eniga,,,,,,,0,,,1.592157,,"327, 246","317, 652","257, 303","411, 303","130, 342","536, 353","318, 558",94.005319,406.123134,0.231469993
Bastrop,Hannah,,,,,,,0,,,1.728084,,"291, 242","300, 631","221, 290","361, 292","100, 335","490, 331","297, 513",118.0381294,389.1040992,0.30335874
Bastrop,Hodari,,,,,,,0,,,1.3848,,"252, 234","273, 640","196, 304","333, 301","93, 334","452, 324","268, 558",82.15229759,406.5427407,0.202075426
Bastrop,Jana,,,,,,,0,,,1.655295,,"304, 282","312, 634","246, 337","374, 336","118, 371","491, 368","309, 560",74.06078585,352.0908974,0.210345642
Bastrop,Jane,,,,,,,0,,,1.334297,,"324, 203","320, 637","247, 269","396, 273","130, 304","500, 316","318, 544",93.02150289,434.0184328,0.214326157
Bastrop,Jessie,,,,,,,0,,,1.419904,,"297, 249","289, 643","233, 300","359, 299","122, 323","474, 328","291, 546",97.02061637,394.0812099,0.246194474
Bastrop,Judy,,,,,,,0,,,1.44206,,"333, 232","356, 641","271, 297","406, 297","165, 329","501, 315","346, 530",111.4495402,409.6461888,0.272062925
Bastrop,Junie,,,,,,,0,,,1.248033,,"399, 257","300, 626","235, 311","365, 316","141, 334","450, 349","296, 557",69.11584478,382.049735,0.180907977
Bastrop,Kampani,,,,,,,0,,,1.469161,,"293, 253","284, 631","222, 300","362, 305","110, 324","474, 336","281, 543",88.05112151,378.1071277,0.232873477
Bastrop,Kaya,,,,,,,0,,,1.346754,,"290, 291","286, 658","223, 339","360, 340","124, 355","448, 363","284, 579",79.0253124,367.0217977,0.215315038
Bastrop,Kiht,,,,,,,0,,,1.589257,,"313, 241","306, 642","240, 303","385, 301","124, 322","517, 332","305, 546",96.00520819,401.0610926,0.239378015
Bastrop,Lexus,,,,,,,0,,,1.415663,,"322, 223","300, 632","245, 270","388, 277","129, 314","500, 331","302, 526",106.0188662,409.5912597,0.258840646
Bastrop,Lulu,,,,,,,0,,,1.368674,,"318, 249","318, 647","251, 295","391, 300","146, 334","501, 343","320, 551",96.02083107,398,0.24125837
Bastrop,Mae,,,,,,,0,,,1.354589,,"341, 242","336, 654","268, 296","414, 298","176, 336","526, 332","331, 553",101.1236866,412.0303387,0.245427769
Bastrop,Maishpa,,,,,,,0,,,1.428571,,"314, 255","322, 636","252, 303","390, 303","143, 339","503, 351","312, 555",81.61494961,381.0839802,0.21416526
Bastrop,Melissa,,,,,,,0,,,1.589042,,"287, 242","266, 640","227, 304","356, 301","113, 337","472, 338","261, 524",116.1077086,398.553635,0.291322669
Bastrop,Michon,,,,,,,0,,,1.370157,,"317, 243","322, 649","242, 306","391, 301","137, 338","503, 325","318, 565",84.09518417,406.030787,0.20711529
Bastrop,Monique,,,,,,,0,,,1.466233,,"310, 274","301, 643","240, 324","389, 325","135, 345","491, 363","300, 566",77.00649323,369.1097398,0.208627638
Bastrop,Muffin,,,,,,,0,,,1.237822,,"299, 254","303, 642","227, 312","369, 310","149, 341","469, 339","295, 568",74.43117626,388.020618,0.191822735
Bastrop,Nahja,,,,,,,0,,,1.589986,,"329, 250","324, 627","256, 301","398, 308","129, 317","529, 333","322, 544",83.02409289,377.033155,0.220203692
Bastrop,Nina,,,,,,,0,,,1.298933,,"271, 252","284, 648","202, 313","350, 312","112, 351","445, 340","276, 568",80.39900497,396.2133264,0.202918478
Bastrop,Oki,,,,,,,0,,,1.688926,,"324, 258","309, 646","246, 321","393, 325","121, 330","513, 341","311, 548",98.02040604,388.2898402,0.252441336
Bastrop,Pahstihl,,,,,,,0,,,1.638956,,"314, 255","335, 638","251, 316","385, 314","141, 345","509, 341","324, 536",102.5914226,383.575286,0.267460982
Bastrop,Pepper,,,,,,,0,,,1.22752,,"305, 246","229, 644","235, 295","365, 297","151, 315","461, 334","290, 547",114.5862121,405.1913128,0.282795333
Bastrop,Sindee,,,,,,,0,,,1.446126,,"323, 249","317, 641","245, 294","402, 301","131, 315","509, 328","319, 550",91.02197537,392.0459157,0.232171722
Bastrop,Sophie2,,,,,,,0,,,1.334346,,"303, 227","304, 634","242, 299","376, 305","145, 336","491, 344","297, 554",80.30566605,407.0012285,0.197310623
Bastrop,Taffy,,,,,,,0,,,1.459574,,"303, 252","312, 637","229, 303","377, 306","120, 333","496, 322","310, 558",79.0253124,385.1051804,0.205204491
Bastrop,Tanya,,,,,,,0,,,1.419469,,"321, 354","326, 644","249, 303","396, 300","146, 343","505, 326","318, 551",93.34345183,290.0431002,0.321826142
Bastrop,Tasha,,,,,,,0,,,1.591871,,"286, 256","283, 628","219, 307","361, 301","105, 329","495, 334","281, 539",89.02246907,372.0120966,0.239299931
Bastrop,Tina,,,,,,,0,,,1.557938,,"305, 244","305, 637","235, 293","386, 295","131, 333","500, 352","302, 528",109.0412766,393,0.277458719
Bastrop,Tuppence,,,,,,,0,,,1.331967,,"341, 259","358, 641","280, 312","411, 312","168, 357","493, 360","354, 556",85.0940656,382.3780851,0.222539076
Bastrop,Xena,,,,,,,0,,,1.52798,,"321, 242","331, 635","248, 297","393, 295","127, 338","526, 329","323, 554",81.39410298,393.1272059,0.207042661
Bastrop,Magic,,,,,,,1,,,,redo,"296, 225","303, 632","236, 287","362, 288","116, 318","498, 319","301, 540",92.02173656,407.0601921,0.2260642
Bastrop,Gage,,,,,,,1,,,,redo,"358, 201","354, 640","279, 258","434, 260","141, 300","578, 307","354, 533",107,439.0182229,0.243725646
Bastrop,Kiht,,,,,,,0,,,,redo,"313, 241","306, 642","240, 303","385, 301","124, 322","517, 332","305, 546",96.00520819,401.0610926,0.239378015
Bastrop,Maishpa,,,,,,,0,,,,redo,"314, 255","322, 636","252, 303","390, 303","143, 339","503, 351","312, 555",81.61494961,381.0839802,0.21416526
Bastrop,Chester ,,,,,,,,,,,redo,X,,,,,,,NA,NA,NA
Bastrop,Cesar,,,,,,,,,,,redo,X,,,,,,,NA,NA,NA
Bastrop,Austin,,,,,,,1,,,,redo,X,,,,,,,NA,NA,NA
Bastrop,Dahpi,,,,,,,0,,,,redo,X,,,,,,,NA,NA,NA
Bastrop,Taffy,,,,,,,,,,,redo,X,,,,,,,NA,NA,NA
Bastrop,Tasha,,,,,,,,,,,redo,X,,,,,,,NA,NA,NA
Bastrop,Beta,,,,,,,0,,,,2,"393, 156","410, 612","311, 225","475, 231","172, 307","587, 297","401, 467",145.2790418,456.3167759,0.318373221
Bastrop,Punch,,,,,,,1,,,,66,"304, 239","309, 643","226, 289","388, 286","99, 331","486, 319","302, 545",98.24968193,404.0309394,0.243173659
Bastrop,Lexus,,,,,,,0,,,,38,"340, 193","332, 636","266, 248","414, 249","146, 305","538, 315","334, 516",120.0166655,443.0722289,0.270873816
Bastrop,Austin,,,,,,,1,,,,9,"336, 283","324, 669","261, 330","414, 331","130, 343","548, 334","329, 598",71.1758386,386.1864835,0.184304324
Bastrop,Dahpi,,,,,,,0,,,,12,"303, 232","293, 650","236, 287","375, 286","129, 302","497, 310","290, 555",95.04735662,418.1196001,0.227320978
Bastrop,Nina,,,,,,,0,,,,4,"302, 248","296, 659","224, 298","377, 299","119, 315","471, 338","298, 658",2.236067977,411.0437933,0.005439975
Bastrop,Michon,,,,,,,0,,,,4,"360, 235","349, 649","281, 295","432, 297","140, 327","536, 344","354, 549",100.124922,414.1461095,0.241762315
Bastrop,Xena,,,,,,,0,,,,21,"334, 184","350, 641","259, 251","410, 248","113, 282","577, 287","324, 558",86.97700846,457.2800017,0.190205144
Bastrop,Alpha,,,,,,,0,,,,20,"364, 182","362, 634","282, 252","446, 253","147, 310","556, 310","365, 511",123.0365799,452.0044248,0.272202158
Bastrop,Gremlin,,,,,,,1,,,,9,"291, 243","272, 642","223, 288","369, 282","116, 320","464, 318","278, 536",106.1696755,399.4521248,0.265788236
Bastrop,Bo2,,,,,,,1,,,,17,"287, 236","290, 655","213, 281","369, 279","80, 326","526, 303","280, 546",109.4577544,419.0107397,0.261228995
Bastrop,Samson,,,,,,,1,,,,80,"275, 247","283, 623","209, 293","354, 293","85, 322","484, 317","275, 546",77.41446893,376.0850968,0.205842958
Bastrop,Kampani,,,,,,,0,,,,10,"308, 250","309, 653","234, 303","385, 305","105, 331","520, 324","308, 579",74.00675645,403.0012407,0.183639029
Bastrop,Mahsho,,,,,,,1,,,,78,"284, 240","280, 640","220, 292","348, 293","112, 335","474, 331","269, 554",86.70063437,400.0199995,0.216740749
Bastrop,Cheopi,,,,,,,0,,,,12,"395, 206","405, 620","302, 261","478, 261","155, 329","590, 349","402, 508",112.0401714,414.1207553,0.270549519
Bastrop,Maishpa,,,,,,,0,,,,5,"348, 216","347, 636","274, 258","421, 262","148, 320","522, 316","342, 528",108.1156788,420.0011905,0.257417553
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,NA,NA,NA
,DO NOT USE,,,,,,,,,,,,DO NOT USE,,,,,,,NA,NA,NA
,Maishpa,,,,,,,0,,,,,"317, 254","316, 635","252, 303","393, 302","140, 332","504, 303","311, 553",82.15229759,381.0013123,0.215622086
,Magic,,,,,,,1,,,,,"294, 227","302, 633","336, 286","362, 286","120, 315","476, 319","308, 538",95.18928511,406.0788101,0.234410865
,Gage,,,,,,,1,,,,,"358, 193","353, 641","275, 259","428, 624","160, 291","569, 311","354, 530",111.0045044,448.0279009,0.247762481
,Kiht,,,,,,,0,,,,,"311, 236","312, 644","241, 303","388, 302","133, 335","511, 383","308, 545",99.08077513,408.0012255,0.242844308
